Wd Paved Buildings EvergreenTrees DecidiousTrees Grass Baresoil Water
  0 0.448 0.496 0.000 0.040 0.016 0.000 0.000
  5 0.440 0.512 0.000 0.016 0.032 0.000 0.000
 10 0.408 0.560 0.000 0.032 0.000 0.000 0.000
 15 0.473 0.442 0.000 0.047 0.039 0.000 0.000
 20 0.455 0.447 0.000 0.053 0.045 0.000 0.000
 25 0.401 0.533 0.000 0.066 0.000 0.000 0.000
 30 0.490 0.490 0.000 0.021 0.000 0.000 0.000
 35 0.503 0.430 0.000 0.040 0.026 0.000 0.000
 40 0.481 0.488 0.000 0.025 0.006 0.000 0.000
 45 0.423 0.543 0.000 0.023 0.011 0.000 0.000
 50 0.377 0.599 0.000 0.025 0.000 0.000 0.000
 55 0.464 0.497 0.000 0.033 0.007 0.000 0.000
 60 0.448 0.476 0.000 0.063 0.014 0.000 0.000
 65 0.365 0.584 0.000 0.051 0.000 0.000 0.000
 70 0.394 0.583 0.000 0.023 0.000 0.000 0.000
 75 0.388 0.550 0.000 0.062 0.000 0.000 0.000
 80 0.384 0.560 0.000 0.048 0.008 0.000 0.000
 85 0.400 0.528 0.000 0.056 0.016 0.000 0.000
 90 0.424 0.544 0.000 0.032 0.000 0.000 0.000
 95 0.456 0.496 0.000 0.048 0.000 0.000 0.000
100 0.392 0.568 0.000 0.040 0.000 0.000 0.000
105 0.341 0.651 0.000 0.008 0.000 0.000 0.000
110 0.447 0.538 0.000 0.008 0.008 0.000 0.000
115 0.584 0.321 0.000 0.088 0.007 0.000 0.000
120 0.629 0.294 0.000 0.063 0.014 0.000 0.000
125 0.411 0.457 0.000 0.106 0.026 0.000 0.000
130 0.377 0.549 0.000 0.068 0.006 0.000 0.000
135 0.400 0.554 0.000 0.046 0.000 0.000 0.000
140 0.352 0.586 0.000 0.062 0.000 0.000 0.000
145 0.364 0.596 0.000 0.040 0.000 0.000 0.000
150 0.399 0.524 0.000 0.077 0.000 0.000 0.000
155 0.460 0.467 0.000 0.073 0.000 0.000 0.000
160 0.652 0.303 0.000 0.030 0.015 0.000 0.000
165 0.550 0.372 0.000 0.047 0.031 0.000 0.000
170 0.536 0.408 0.000 0.040 0.016 0.000 0.000
175 0.488 0.464 0.000 0.040 0.008 0.000 0.000
180 0.448 0.496 0.000 0.040 0.016 0.000 0.000
185 0.440 0.512 0.000 0.016 0.032 0.000 0.000
190 0.408 0.560 0.000 0.032 0.000 0.000 0.000
195 0.473 0.442 0.000 0.047 0.039 0.000 0.000
200 0.477 0.417 0.000 0.076 0.030 0.000 0.000
205 0.482 0.460 0.000 0.058 0.000 0.000 0.000
210 0.476 0.510 0.000 0.014 0.000 0.000 0.000
215 0.464 0.430 0.000 0.066 0.040 0.000 0.000
220 0.444 0.488 0.000 0.043 0.025 0.000 0.000
225 0.423 0.543 0.000 0.023 0.011 0.000 0.000
230 0.340 0.617 0.000 0.037 0.006 0.000 0.000
235 0.417 0.523 0.000 0.053 0.007 0.000 0.000
240 0.455 0.469 0.000 0.063 0.014 0.000 0.000
245 0.365 0.606 0.000 0.029 0.000 0.000 0.000
250 0.364 0.606 0.000 0.030 0.000 0.000 0.000
255 0.388 0.550 0.000 0.062 0.000 0.000 0.000
260 0.384 0.560 0.000 0.048 0.008 0.000 0.000
265 0.400 0.528 0.000 0.056 0.016 0.000 0.000
270 0.424 0.544 0.000 0.032 0.000 0.000 0.000
275 0.456 0.496 0.000 0.048 0.000 0.000 0.000
280 0.392 0.568 0.000 0.040 0.000 0.000 0.000
285 0.341 0.651 0.000 0.008 0.000 0.000 0.000
290 0.447 0.538 0.000 0.000 0.015 0.000 0.000
295 0.467 0.423 0.000 0.095 0.015 0.000 0.000
300 0.601 0.322 0.000 0.063 0.014 0.000 0.000
305 0.358 0.497 0.000 0.132 0.013 0.000 0.000
310 0.364 0.543 0.000 0.093 0.000 0.000 0.000
315 0.400 0.554 0.000 0.046 0.000 0.000 0.000
320 0.420 0.537 0.000 0.043 0.000 0.000 0.000
325 0.397 0.576 0.000 0.026 0.000 0.000 0.000
330 0.406 0.531 0.000 0.063 0.000 0.000 0.000
335 0.445 0.504 0.000 0.051 0.000 0.000 0.000
340 0.606 0.311 0.000 0.061 0.023 0.000 0.000
345 0.550 0.372 0.000 0.047 0.031 0.000 0.000
350 0.536 0.408 0.000 0.040 0.016 0.000 0.000
355 0.488 0.464 0.000 0.040 0.008 0.000 0.000
