Wd Paved Buildings EvergreenTrees DecidiousTrees Grass Baresoil Water
  0 0.432 0.552 0.000 0.016 0.000 0.000 0.000
  5 0.392 0.600 0.000 0.008 0.000 0.000 0.000
 10 0.408 0.568 0.000 0.024 0.000 0.000 0.000
 15 0.434 0.566 0.000 0.000 0.000 0.000 0.000
 20 0.515 0.485 0.000 0.000 0.000 0.000 0.000
 25 0.642 0.358 0.000 0.000 0.000 0.000 0.000
 30 0.545 0.455 0.000 0.000 0.000 0.000 0.000
 35 0.596 0.404 0.000 0.000 0.000 0.000 0.000
 40 0.438 0.562 0.000 0.000 0.000 0.000 0.000
 45 0.394 0.606 0.000 0.000 0.000 0.000 0.000
 50 0.383 0.568 0.000 0.049 0.000 0.000 0.000
 55 0.391 0.609 0.000 0.000 0.000 0.000 0.000
 60 0.427 0.566 0.000 0.007 0.000 0.000 0.000
 65 0.533 0.467 0.000 0.000 0.000 0.000 0.000
 70 0.485 0.515 0.000 0.000 0.000 0.000 0.000
 75 0.457 0.519 0.000 0.023 0.000 0.000 0.000
 80 0.472 0.512 0.000 0.008 0.008 0.000 0.000
 85 0.520 0.464 0.000 0.016 0.000 0.000 0.000
 90 0.480 0.488 0.000 0.008 0.024 0.000 0.000
 95 0.496 0.488 0.000 0.008 0.008 0.000 0.000
100 0.488 0.504 0.000 0.008 0.000 0.000 0.000
105 0.504 0.488 0.000 0.000 0.008 0.000 0.000
110 0.424 0.576 0.000 0.000 0.000 0.000 0.000
115 0.263 0.723 0.000 0.015 0.000 0.000 0.000
120 0.210 0.783 0.000 0.000 0.007 0.000 0.000
125 0.417 0.570 0.000 0.013 0.000 0.000 0.000
130 0.414 0.580 0.000 0.006 0.000 0.000 0.000
135 0.309 0.691 0.000 0.000 0.000 0.000 0.000
140 0.346 0.642 0.000 0.012 0.000 0.000 0.000
145 0.430 0.563 0.000 0.007 0.000 0.000 0.000
150 0.399 0.601 0.000 0.000 0.000 0.000 0.000
155 0.380 0.613 0.000 0.007 0.000 0.000 0.000
160 0.364 0.621 0.000 0.015 0.000 0.000 0.000
165 0.426 0.574 0.000 0.000 0.000 0.000 0.000
170 0.408 0.592 0.000 0.000 0.000 0.000 0.000
175 0.448 0.536 0.000 0.016 0.000 0.000 0.000
180 0.432 0.552 0.000 0.016 0.000 0.000 0.000
185 0.392 0.600 0.000 0.008 0.000 0.000 0.000
190 0.408 0.568 0.000 0.024 0.000 0.000 0.000
195 0.434 0.566 0.000 0.000 0.000 0.000 0.000
200 0.455 0.545 0.000 0.000 0.000 0.000 0.000
205 0.474 0.496 0.000 0.029 0.000 0.000 0.000
210 0.503 0.497 0.000 0.000 0.000 0.000 0.000
215 0.550 0.450 0.000 0.000 0.000 0.000 0.000
220 0.457 0.537 0.000 0.006 0.000 0.000 0.000
225 0.394 0.606 0.000 0.000 0.000 0.000 0.000
230 0.370 0.605 0.000 0.025 0.000 0.000 0.000
235 0.384 0.603 0.000 0.013 0.000 0.000 0.000
240 0.434 0.559 0.000 0.007 0.000 0.000 0.000
245 0.467 0.518 0.000 0.015 0.000 0.000 0.000
250 0.462 0.523 0.000 0.008 0.008 0.000 0.000
255 0.457 0.519 0.000 0.023 0.000 0.000 0.000
260 0.472 0.512 0.000 0.008 0.008 0.000 0.000
265 0.520 0.464 0.000 0.016 0.000 0.000 0.000
270 0.480 0.488 0.000 0.008 0.024 0.000 0.000
275 0.496 0.488 0.000 0.008 0.008 0.000 0.000
280 0.488 0.504 0.000 0.008 0.000 0.000 0.000
285 0.504 0.488 0.000 0.000 0.008 0.000 0.000
290 0.394 0.598 0.000 0.008 0.000 0.000 0.000
295 0.255 0.730 0.000 0.000 0.015 0.000 0.000
300 0.210 0.783 0.000 0.000 0.007 0.000 0.000
305 0.430 0.570 0.000 0.000 0.000 0.000 0.000
310 0.407 0.586 0.000 0.000 0.006 0.000 0.000
315 0.309 0.691 0.000 0.000 0.000 0.000 0.000
320 0.340 0.642 0.000 0.019 0.000 0.000 0.000
325 0.404 0.596 0.000 0.000 0.000 0.000 0.000
330 0.413 0.587 0.000 0.000 0.000 0.000 0.000
335 0.350 0.650 0.000 0.000 0.000 0.000 0.000
340 0.402 0.598 0.000 0.000 0.000 0.000 0.000
345 0.426 0.574 0.000 0.000 0.000 0.000 0.000
350 0.408 0.592 0.000 0.000 0.000 0.000 0.000
355 0.448 0.536 0.000 0.016 0.000 0.000 0.000
