Wd Paved Buildings EvergreenTrees DecidiousTrees Grass Baresoil Water
  0 0.336 0.432 0.000 0.232 0.000 0.000 0.000
  5 0.448 0.384 0.000 0.144 0.024 0.000 0.000
 10 0.472 0.376 0.000 0.104 0.048 0.000 0.000
 15 0.426 0.364 0.000 0.140 0.070 0.000 0.000
 20 0.606 0.235 0.000 0.076 0.083 0.000 0.000
 25 0.496 0.270 0.000 0.212 0.022 0.000 0.000
 30 0.378 0.420 0.000 0.175 0.028 0.000 0.000
 35 0.430 0.311 0.000 0.258 0.000 0.000 0.000
 40 0.346 0.370 0.000 0.247 0.006 0.000 0.031
 45 0.400 0.291 0.000 0.263 0.011 0.000 0.034
 50 0.414 0.315 0.000 0.198 0.000 0.000 0.074
 55 0.404 0.364 0.000 0.152 0.000 0.000 0.079
 60 0.378 0.399 0.000 0.154 0.000 0.000 0.070
 65 0.358 0.453 0.000 0.088 0.000 0.000 0.102
 70 0.318 0.500 0.000 0.152 0.000 0.000 0.030
 75 0.395 0.465 0.000 0.116 0.000 0.000 0.023
 80 0.512 0.376 0.000 0.096 0.016 0.000 0.000
 85 0.504 0.448 0.000 0.048 0.000 0.000 0.000
 90 0.336 0.640 0.000 0.024 0.000 0.000 0.000
 95 0.376 0.624 0.000 0.000 0.000 0.000 0.000
100 0.480 0.520 0.000 0.000 0.000 0.000 0.000
105 0.535 0.442 0.000 0.016 0.008 0.000 0.000
110 0.462 0.470 0.000 0.045 0.023 0.000 0.000
115 0.321 0.620 0.000 0.007 0.051 0.000 0.000
120 0.350 0.615 0.000 0.014 0.021 0.000 0.000
125 0.437 0.550 0.000 0.000 0.013 0.000 0.000
130 0.481 0.519 0.000 0.000 0.000 0.000 0.000
135 0.377 0.623 0.000 0.000 0.000 0.000 0.000
140 0.389 0.605 0.000 0.006 0.000 0.000 0.000
145 0.397 0.603 0.000 0.000 0.000 0.000 0.000
150 0.441 0.510 0.000 0.049 0.000 0.000 0.000
155 0.401 0.518 0.000 0.080 0.000 0.000 0.000
160 0.432 0.477 0.000 0.091 0.000 0.000 0.000
165 0.457 0.411 0.000 0.085 0.047 0.000 0.000
170 0.424 0.432 0.000 0.136 0.008 0.000 0.000
175 0.368 0.472 0.000 0.160 0.000 0.000 0.000
180 0.336 0.432 0.000 0.232 0.000 0.000 0.000
185 0.448 0.384 0.000 0.144 0.024 0.000 0.000
190 0.472 0.376 0.000 0.104 0.048 0.000 0.000
195 0.426 0.364 0.000 0.140 0.070 0.000 0.000
200 0.583 0.242 0.000 0.106 0.068 0.000 0.000
205 0.372 0.365 0.000 0.226 0.036 0.000 0.000
210 0.378 0.420 0.000 0.182 0.021 0.000 0.000
215 0.364 0.391 0.000 0.245 0.000 0.000 0.000
220 0.364 0.358 0.000 0.241 0.006 0.000 0.031
225 0.400 0.291 0.000 0.263 0.011 0.000 0.034
230 0.420 0.315 0.000 0.204 0.000 0.000 0.062
235 0.371 0.364 0.000 0.166 0.007 0.000 0.093
240 0.406 0.371 0.000 0.154 0.000 0.000 0.070
245 0.365 0.438 0.000 0.073 0.000 0.000 0.124
250 0.371 0.462 0.000 0.136 0.000 0.000 0.030
255 0.395 0.465 0.000 0.116 0.000 0.000 0.023
260 0.512 0.376 0.000 0.096 0.016 0.000 0.000
265 0.504 0.448 0.000 0.048 0.000 0.000 0.000
270 0.336 0.640 0.000 0.024 0.000 0.000 0.000
275 0.376 0.624 0.000 0.000 0.000 0.000 0.000
280 0.480 0.520 0.000 0.000 0.000 0.000 0.000
285 0.535 0.442 0.000 0.016 0.008 0.000 0.000
290 0.455 0.470 0.000 0.038 0.038 0.000 0.000
295 0.358 0.599 0.000 0.007 0.036 0.000 0.000
300 0.357 0.608 0.000 0.014 0.021 0.000 0.000
305 0.437 0.563 0.000 0.000 0.000 0.000 0.000
310 0.475 0.506 0.000 0.019 0.000 0.000 0.000
315 0.377 0.623 0.000 0.000 0.000 0.000 0.000
320 0.377 0.605 0.000 0.019 0.000 0.000 0.000
325 0.417 0.583 0.000 0.000 0.000 0.000 0.000
330 0.441 0.510 0.000 0.049 0.000 0.000 0.000
335 0.394 0.489 0.000 0.117 0.000 0.000 0.000
340 0.424 0.470 0.000 0.091 0.015 0.000 0.000
345 0.457 0.411 0.000 0.085 0.047 0.000 0.000
350 0.424 0.432 0.000 0.136 0.008 0.000 0.000
355 0.368 0.472 0.000 0.160 0.000 0.000 0.000
