Wd Paved Buildings EvergreenTrees DecidiousTrees Grass Baresoil Water
  0 0.080 0.040 0.000 0.520 0.272 0.088 0.000
  5 0.088 0.008 0.000 0.520 0.288 0.096 0.000
 10 0.072 0.000 0.000 0.544 0.224 0.160 0.000
 15 0.054 0.000 0.000 0.558 0.217 0.171 0.000
 20 0.023 0.000 0.000 0.591 0.205 0.182 0.000
 25 0.168 0.000 0.000 0.474 0.255 0.102 0.000
 30 0.161 0.000 0.000 0.448 0.336 0.056 0.000
 35 0.119 0.000 0.000 0.517 0.318 0.046 0.000
 40 0.204 0.006 0.000 0.432 0.309 0.049 0.000
 45 0.154 0.006 0.000 0.486 0.269 0.086 0.000
 50 0.105 0.000 0.000 0.537 0.265 0.093 0.000
 55 0.093 0.000 0.000 0.649 0.192 0.066 0.000
 60 0.091 0.000 0.000 0.706 0.175 0.028 0.000
 65 0.088 0.000 0.000 0.839 0.073 0.000 0.000
 70 0.114 0.000 0.000 0.773 0.114 0.000 0.000
 75 0.093 0.000 0.000 0.806 0.101 0.000 0.000
 80 0.136 0.000 0.000 0.800 0.064 0.000 0.000
 85 0.120 0.000 0.000 0.840 0.040 0.000 0.000
 90 0.088 0.000 0.000 0.864 0.048 0.000 0.000
 95 0.024 0.024 0.000 0.864 0.088 0.000 0.000
100 0.072 0.000 0.000 0.800 0.128 0.000 0.000
105 0.054 0.000 0.000 0.760 0.186 0.000 0.000
110 0.068 0.000 0.000 0.795 0.136 0.000 0.000
115 0.044 0.036 0.000 0.781 0.139 0.000 0.000
120 0.154 0.042 0.000 0.678 0.091 0.035 0.000
125 0.205 0.000 0.000 0.583 0.179 0.033 0.000
130 0.191 0.025 0.000 0.685 0.093 0.006 0.000
135 0.183 0.023 0.000 0.663 0.114 0.017 0.000
140 0.117 0.000 0.000 0.685 0.154 0.043 0.000
145 0.007 0.000 0.000 0.775 0.159 0.060 0.000
150 0.049 0.000 0.000 0.671 0.238 0.042 0.000
155 0.146 0.000 0.000 0.599 0.241 0.015 0.000
160 0.159 0.000 0.000 0.515 0.295 0.030 0.000
165 0.070 0.000 0.000 0.481 0.380 0.070 0.000
170 0.080 0.000 0.000 0.552 0.280 0.088 0.000
175 0.096 0.016 0.000 0.472 0.328 0.088 0.000
180 0.080 0.040 0.000 0.520 0.272 0.088 0.000
185 0.088 0.008 0.000 0.520 0.288 0.096 0.000
190 0.072 0.000 0.000 0.544 0.224 0.160 0.000
195 0.054 0.000 0.000 0.558 0.217 0.171 0.000
200 0.091 0.000 0.000 0.568 0.182 0.159 0.000
205 0.175 0.000 0.000 0.496 0.241 0.088 0.000
210 0.168 0.000 0.000 0.441 0.336 0.056 0.000
215 0.126 0.000 0.000 0.536 0.285 0.053 0.000
220 0.160 0.006 0.000 0.475 0.309 0.049 0.000
225 0.154 0.006 0.000 0.486 0.269 0.086 0.000
230 0.099 0.000 0.000 0.531 0.272 0.099 0.000
235 0.119 0.000 0.000 0.596 0.192 0.093 0.000
240 0.091 0.000 0.000 0.706 0.175 0.028 0.000
245 0.080 0.000 0.000 0.766 0.131 0.022 0.000
250 0.114 0.000 0.000 0.765 0.121 0.000 0.000
255 0.093 0.000 0.000 0.806 0.101 0.000 0.000
260 0.136 0.000 0.000 0.800 0.064 0.000 0.000
265 0.120 0.000 0.000 0.840 0.040 0.000 0.000
270 0.088 0.000 0.000 0.864 0.048 0.000 0.000
275 0.024 0.024 0.000 0.864 0.088 0.000 0.000
280 0.072 0.000 0.000 0.800 0.128 0.000 0.000
285 0.054 0.000 0.000 0.760 0.186 0.000 0.000
290 0.076 0.000 0.000 0.788 0.136 0.000 0.000
295 0.051 0.000 0.000 0.752 0.197 0.000 0.000
300 0.147 0.042 0.000 0.685 0.091 0.035 0.000
305 0.219 0.000 0.000 0.589 0.159 0.033 0.000
310 0.253 0.006 0.000 0.660 0.074 0.000 0.006
315 0.183 0.023 0.000 0.663 0.114 0.017 0.000
320 0.099 0.000 0.000 0.735 0.111 0.056 0.000
325 0.020 0.000 0.000 0.748 0.172 0.060 0.000
330 0.063 0.000 0.000 0.657 0.238 0.042 0.000
335 0.117 0.000 0.000 0.650 0.234 0.000 0.000
340 0.159 0.000 0.000 0.545 0.280 0.015 0.000
345 0.070 0.000 0.000 0.481 0.380 0.070 0.000
350 0.080 0.000 0.000 0.552 0.280 0.088 0.000
355 0.096 0.016 0.000 0.472 0.328 0.088 0.000
