Wd Paved Buildings EvergreenTrees DecidiousTrees Grass Baresoil Water
  0 0.352 0.504 0.000 0.128 0.016 0.000 0.000
  5 0.384 0.448 0.000 0.152 0.016 0.000 0.000
 10 0.440 0.392 0.000 0.104 0.064 0.000 0.000
 15 0.473 0.419 0.000 0.062 0.047 0.000 0.000
 20 0.538 0.280 0.000 0.159 0.023 0.000 0.000
 25 0.796 0.000 0.000 0.146 0.058 0.000 0.000
 30 0.692 0.000 0.000 0.203 0.105 0.000 0.000
 35 0.583 0.272 0.000 0.113 0.033 0.000 0.000
 40 0.401 0.389 0.000 0.142 0.068 0.000 0.000
 45 0.343 0.463 0.000 0.183 0.011 0.000 0.000
 50 0.346 0.451 0.000 0.173 0.031 0.000 0.000
 55 0.371 0.497 0.000 0.113 0.020 0.000 0.000
 60 0.371 0.559 0.000 0.049 0.021 0.000 0.000
 65 0.387 0.511 0.000 0.102 0.000 0.000 0.000
 70 0.386 0.492 0.000 0.121 0.000 0.000 0.000
 75 0.395 0.457 0.000 0.140 0.008 0.000 0.000
 80 0.320 0.504 0.000 0.176 0.000 0.000 0.000
 85 0.344 0.536 0.000 0.120 0.000 0.000 0.000
 90 0.296 0.536 0.000 0.168 0.000 0.000 0.000
 95 0.336 0.520 0.000 0.144 0.000 0.000 0.000
100 0.376 0.520 0.000 0.104 0.000 0.000 0.000
105 0.295 0.636 0.000 0.016 0.054 0.000 0.000
110 0.364 0.583 0.000 0.053 0.000 0.000 0.000
115 0.438 0.365 0.000 0.197 0.000 0.000 0.000
120 0.678 0.056 0.000 0.266 0.000 0.000 0.000
125 0.404 0.490 0.000 0.073 0.033 0.000 0.000
130 0.364 0.543 0.000 0.093 0.000 0.000 0.000
135 0.343 0.429 0.000 0.194 0.034 0.000 0.000
140 0.315 0.512 0.000 0.123 0.049 0.000 0.000
145 0.285 0.662 0.000 0.040 0.013 0.000 0.000
150 0.343 0.601 0.000 0.049 0.007 0.000 0.000
155 0.358 0.504 0.000 0.124 0.015 0.000 0.000
160 0.386 0.485 0.000 0.129 0.000 0.000 0.000
165 0.395 0.496 0.000 0.101 0.008 0.000 0.000
170 0.328 0.472 0.000 0.168 0.032 0.000 0.000
175 0.304 0.536 0.000 0.136 0.024 0.000 0.000
180 0.352 0.504 0.000 0.128 0.016 0.000 0.000
185 0.384 0.448 0.000 0.152 0.016 0.000 0.000
190 0.440 0.392 0.000 0.104 0.064 0.000 0.000
195 0.473 0.419 0.000 0.062 0.047 0.000 0.000
200 0.500 0.258 0.000 0.205 0.038 0.000 0.000
205 0.723 0.007 0.000 0.219 0.051 0.000 0.000
210 0.699 0.000 0.000 0.203 0.098 0.000 0.000
215 0.536 0.252 0.000 0.185 0.026 0.000 0.000
220 0.383 0.383 0.000 0.179 0.056 0.000 0.000
225 0.343 0.463 0.000 0.183 0.011 0.000 0.000
230 0.290 0.457 0.000 0.222 0.031 0.000 0.000
235 0.351 0.483 0.000 0.146 0.020 0.000 0.000
240 0.371 0.559 0.000 0.049 0.021 0.000 0.000
245 0.350 0.518 0.000 0.117 0.015 0.000 0.000
250 0.386 0.462 0.000 0.152 0.000 0.000 0.000
255 0.395 0.457 0.000 0.140 0.008 0.000 0.000
260 0.320 0.504 0.000 0.176 0.000 0.000 0.000
265 0.344 0.536 0.000 0.120 0.000 0.000 0.000
270 0.296 0.536 0.000 0.168 0.000 0.000 0.000
275 0.336 0.520 0.000 0.144 0.000 0.000 0.000
280 0.376 0.520 0.000 0.104 0.000 0.000 0.000
285 0.295 0.636 0.000 0.016 0.054 0.000 0.000
290 0.333 0.545 0.000 0.121 0.000 0.000 0.000
295 0.489 0.365 0.000 0.146 0.000 0.000 0.000
300 0.706 0.056 0.000 0.238 0.000 0.000 0.000
305 0.411 0.464 0.000 0.113 0.013 0.000 0.000
310 0.364 0.574 0.000 0.062 0.000 0.000 0.000
315 0.343 0.429 0.000 0.194 0.034 0.000 0.000
320 0.321 0.519 0.000 0.111 0.049 0.000 0.000
325 0.265 0.682 0.000 0.053 0.000 0.000 0.000
330 0.343 0.601 0.000 0.049 0.007 0.000 0.000
335 0.409 0.489 0.000 0.080 0.022 0.000 0.000
340 0.424 0.455 0.000 0.106 0.015 0.000 0.000
345 0.395 0.496 0.000 0.101 0.008 0.000 0.000
350 0.328 0.472 0.000 0.168 0.032 0.000 0.000
355 0.304 0.536 0.000 0.136 0.024 0.000 0.000
