Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2010	  1	   1	  0	  0.0417	  0.0000	  0.0000	289.0989	316.5900	  0.6000	-27.4911	 83.2210	 -9.5011	 60.3344	  4.8966	  0.2500	  0.0000	  0.0071	  0.0208	  0.2222	  0.2222	  0.2222	   0.2222	  0.0222	  0.0000	158.1423	 40.6905	  0.1131	  0.6362	  0.1708	  0.1500	 -5.1633	  0.0000	  6.1855	  1.4169	  3.9454	  0.0187	 94.0335
2010	  1	   2	  0	  0.0833	  0.0000	  0.0000	289.0057	316.5841	  0.6000	-27.5783	 72.3721	 -8.1501	 40.8218	 12.1221	  0.5100	  0.0000	  0.0175	  0.2844	  0.2081	  0.2081	  0.4303	   0.4303	  0.3031	  0.0000	149.0569	 64.4687	  0.1131	  0.6351	  0.1708	  0.1500	 -7.5171	  0.0000	  4.3791	  1.1527	  4.0072	  0.0185	 97.3264
2010	  1	   3	  0	  0.1250	  0.0000	  0.0000	288.7294	316.5664	  0.6000	-27.8370	 68.1836	 -7.4858	 37.9458	  9.8866	  0.0000	  0.0000	  0.0142	  0.1496	 -0.1639	 -0.1639	  0.2664	   0.2664	  0.1594	  0.0000	138.2717	 79.1207	  0.1131	  0.6319	  0.1708	  0.1500	 -8.0474	  0.0000	  4.1129	  1.1138	  3.9768	  0.0184	 96.8598
2010	  1	   4	  0	  0.1667	  0.0000	  0.0000	288.4001	316.5454	  0.6000	-28.1452	 65.9177	 -7.1991	 38.2915	  6.6800	  0.0000	  0.0000	  0.0096	  0.0364	 -0.0460	 -0.0460	  0.2204	   0.2204	  0.0388	  0.0000	126.9851	 89.9383	  0.1131	  0.6281	  0.1708	  0.1500	 -7.9736	  0.0000	  4.1450	  1.1185	  3.9357	  0.0184	 95.8278
2010	  1	   5	  0	  0.2083	  0.0000	  0.0000	287.6289	316.4961	  0.6000	-28.8672	 70.3808	 -7.3937	 42.7180	  6.1894	  0.0000	  0.0000	  0.0089	  0.0191	 -0.0280	 -0.0280	  0.1924	   0.1924	  0.0204	  0.0000	115.6882	 99.2068	  0.1131	  0.6193	  0.1708	  0.1500	 -7.1651	  0.0000	  4.5549	  1.1784	  3.9025	  0.0185	 94.6145
2010	  1	   6	  0	  0.2500	  0.0000	  0.0000	286.3926	316.4171	  0.6000	-30.0245	 97.3659	 -8.0272	 67.1166	  8.2520	  0.0000	  0.0000	  0.0119	  0.0120	 -0.0239	 -0.0239	  0.1686	   0.1686	  0.0129	  0.0000	104.6857	108.0442	  0.1131	  0.6052	  0.1708	  0.1500	 -4.6817	  0.0000	  6.8140	  1.5088	  3.8747	  0.0188	 91.7453
2010	  1	   7	  0	  0.2917	  2.3333	  0.2639	285.4959	316.5254	  0.6380	-28.9601	160.7430	 -7.2363	126.6462	 12.3729	  0.0000	  0.0000	  0.0178	  0.0077	 -0.0255	 -0.0255	  0.1431	   0.1431	  0.0082	  0.0000	 93.9967	117.1424	  0.1131	  0.5950	  0.1708	  0.1500	 -2.4921	  0.0000	 12.3258	  2.3149	  3.8780	  0.0191	 86.6931
2010	  1	   8	  0	  0.3333	 24.1042	  2.7262	287.7696	318.2153	  0.9918	 -9.0677	219.1762	  6.5862	188.8090	 14.7133	  0.0000	  0.0000	  0.0212	  0.0047	 -0.0259	 -0.0259	  0.1171	   0.1171	  0.0051	  0.0000	 84.3732	127.0339	  0.1131	  0.6210	  0.1708	  0.1743	 -2.7030	  0.0000	 12.3462	  2.8339	  3.9687	  0.0223	 85.5057
2010	  1	   9	  0	  0.3750	 81.9271	  9.2660	289.8124	323.6305	  2.1919	 38.8431	223.9140	 40.7516	207.7986	 14.2069	  0.0000	  0.0000	  0.0205	  0.0025	 -0.0230	 -0.0230	  0.0941	   0.0941	  0.0027	  0.0000	 76.0918	138.1666	  0.1131	  0.6299	  0.1708	  0.2379	 -5.8617	  0.0000	 10.5963	  2.5293	  4.0198	  0.0316	 88.4755
2010	  1	  10	  0	  0.4167	142.2500	 16.0885	289.5783	330.3242	  3.6921	 85.4156	211.6918	 73.8127	210.1695	 13.1252	  0.0000	  0.0000	  0.0189	  0.0015	 -0.0205	 -0.0205	  0.0737	   0.0737	  0.0017	  0.0000	 69.5082	150.8474	  0.1131	  0.5979	  0.1708	  0.3243	-15.3294	  0.0000	 10.4487	  2.6947	  4.0187	  0.0448	 87.4175
2010	  1	  11	  0	  0.4583	275.1667	 31.1214	288.7725	342.1096	  6.2843	190.7082	213.6144	147.4663	242.9954	 13.8609	  0.0000	  0.0000	  0.0200	  0.0012	 -0.0212	 -0.0212	  0.0525	   0.0525	  0.0013	  0.0000	 65.2403	165.0587	  0.1131	  0.5604	  0.1708	  0.3716	-19.2538	  0.0000	 11.7525	  3.2972	  4.0068	  0.0512	 83.5248
2010	  1	  12	  0	  0.5000	343.9792	 38.9040	287.6085	349.3756	  7.8576	243.3080	214.9877	185.1443	260.4900	 12.6614	  0.0000	  0.0000	  0.0183	  0.0009	 -0.0192	 -0.0192	  0.0333	   0.0333	  0.0010	  0.0000	 63.7834	180.2565	  0.1131	  0.5195	  0.1708	  0.3522	-15.0973	  0.0000	 13.2074	  3.9554	  3.9888	  0.0489	 78.9541
2010	  1	  13	  0	  0.5417	329.0104	 37.2111	291.1595	352.4344	  8.4570	230.5244	216.0177	173.8824	262.2730	 10.3866	  0.0000	  0.0000	  0.0150	  0.0006	 -0.0156	 -0.0156	  0.0177	   0.0177	  0.0007	  0.0000	 65.3331	195.4374	  0.1131	  0.5131	  0.1708	  0.3787	-18.6380	  0.0000	 13.9284	  4.8103	  4.1794	  0.0522	 77.5215
2010	  1	  14	  0	  0.5833	245.1146	 27.7225	295.8833	349.0515	  7.6748	164.2239	220.2062	122.8682	254.2029	  7.3591	  0.0000	  0.0000	  0.0106	  0.0002	 -0.0109	 -0.0109	  0.0068	   0.0068	  0.0003	  0.0000	 69.6819	209.6074	  0.1131	  0.5377	  0.1708	  0.4726	-38.0445	  0.0000	 13.2366	  5.2703	  4.4030	  0.0626	 79.1039
2010	  1	  15	  0	  0.6250	124.7917	 14.1139	303.7175	343.7163	  6.4255	 70.6789	230.5058	 52.2658	244.5212	  4.3977	  0.0000	  0.0000	  0.0064	  0.0001	 -0.0064	 -0.0046	  0.0023	   0.0023	  0.0001	  0.0019	 76.3282	222.2398	  0.1131	  0.5916	  0.1708	  0.4841	-41.9102	  0.0000	 13.4124	  5.8365	  4.7890	  0.0637	 82.6544
2010	  1	  16	  0	  0.6667	 30.4271	  3.4413	305.1727	335.2280	  4.5536	 -3.0695	243.5520	 -2.9358	241.9269	  1.4914	  0.0000	  0.0000	  0.0022	  0.0000	 -0.0022	 -0.0004	  0.0019	   0.0019	  0.0001	  0.0037	 84.6506	233.3311	  0.1131	  0.6306	  0.1708	  0.4434	-32.3106	  0.0000	 13.2610	  5.3996	  4.8245	  0.0595	 85.8516
2010	  1	  17	  0	  0.7083	  2.3958	  0.2710	303.4401	331.0737	  3.6628	-25.5087	239.9128	-18.9817	232.5514	  0.8344	  0.0000	  0.0000	  0.0012	  0.0000	 -0.0012	 -0.0003	  0.0016	   0.0016	  0.0000	  0.0046	 94.3767	243.1951	  0.1131	  0.6362	  0.1708	  0.4170	-27.9929	  0.0000	 12.7156	  4.9073	  4.7162	  0.0564	 86.8779
2010	  1	  18	  0	  0.7500	  0.0000	  0.0000	302.8622	330.6417	  3.5750	-27.7795	208.2586	-17.6403	197.0923	  1.0271	  0.0000	  0.0000	  0.0015	  0.0000	 -0.0015	 -0.0003	  0.0014	   0.0014	  0.0000	  0.0059	105.0210	252.2832	  0.1131	  0.6323	  0.1708	  0.3893	-26.9382	  0.0000	 11.6433	  4.7225	  4.6886	  0.0528	 87.4921
2010	  1	  19	  0	  0.7917	  0.0000	  0.0000	304.1489	332.1717	  3.8958	-28.0229	174.4758	-14.2818	159.9013	  0.8334	  0.0000	  0.0000	  0.0012	  0.0000	 -0.0012	 -0.0002	  0.0012	   0.0012	  0.0000	  0.0069	116.0355	261.1320	  0.1131	  0.6292	  0.1708	  0.4522	-53.4849	  0.0000	 10.1526	  4.9107	  4.7650	  0.0578	 87.7453
2010	  1	  20	  0	  0.8333	  0.0000	  0.0000	309.0391	333.5371	  4.1292	-24.4979	151.5420	 -9.0513	135.4455	  0.6498	  0.0000	  0.0000	  0.0009	  0.0000	 -0.0009	 -0.0002	  0.0010	   0.0010	  0.0000	  0.0076	127.3344	270.4430	  0.1131	  0.6725	  0.1708	  0.5031	-84.4074	  0.0000	  9.2033	  5.1366	  4.9968	  0.0524	 90.5922
2010	  1	  21	  0	  0.8750	  0.0000	  0.0000	310.9433	332.6221	  3.9000	-21.6789	140.8303	 -4.9994	123.6626	  0.4882	  0.0000	  0.0000	  0.0007	  0.0000	 -0.0007	 -0.0001	  0.0009	   0.0009	  0.0000	  0.0082	138.6091	281.3593	  0.1131	  0.7079	  0.1708	  0.6123	-171.0393	  0.0000	  8.0813	  5.1230	  5.0624	  0.0340	 91.8517
2010	  1	  22	  0	  0.9167	  0.0000	  0.0000	307.8840	330.9625	  3.5750	-23.0785	135.6119	 -4.7305	116.7914	  0.4725	  0.0000	  0.0000	  0.0007	  0.0000	 -0.0007	 -0.0001	  0.0008	   0.0008	  0.0000	  0.0088	149.3543	296.2290	  0.1131	  0.6905	  0.1708	  0.5925	-163.3525	  0.0000	  7.6064	  4.7398	  4.9051	  0.0341	 91.4050
2010	  1	  23	  0	  0.9583	  0.0000	  0.0000	301.2891	328.0923	  3.0292	-26.8032	122.9090	 -6.7082	102.3625	  0.4515	  0.0000	  0.0000	  0.0007	  0.0000	 -0.0007	 -0.0001	  0.0007	   0.0007	  0.0000	  0.0094	158.3262	320.4638	  0.1131	  0.6446	  0.1708	  0.5816	-177.4929	  0.0000	  6.6295	  4.1129	  4.5853	  0.0312	 89.2978
2010	  2	   0	  0	  1.0000	  0.0000	  0.0000	292.2787	322.4101	  1.8792	-30.1314	112.0827	 -8.7641	 81.9323	  8.7832	  0.2500	  0.0000	  0.0127	  0.0196	  0.2178	  0.2173	  0.2180	   0.2180	  0.0214	  0.0089	162.2514	  0.5768	  0.1131	  0.6042	  0.1708	  0.6648	-328.0059	  0.0000	  4.5392	  3.0856	  4.2241	  0.0124	 88.4712
2010	  2	   1	  0	  1.0417	  0.0000	  0.0000	282.6028	317.1750	  0.8292	-34.5723	132.1863	-11.6075	 91.4808	 17.7407	  0.0000	  0.0000	  0.0256	  0.0415	 -0.0670	 -0.0680	  0.1501	   0.1501	  0.0452	  0.0080	158.1347	 40.3317	  0.1131	  0.5510	  0.1708	  0.7521	-427.4491	  0.0000	  3.5584	  2.0603	  3.8559	  0.0140	 86.8522
2010	  2	   2	  0	  1.0833	  0.0000	  0.0000	275.5192	314.3104	  0.2751	-38.7912	111.1655	-14.4283	 74.0345	 12.7682	  0.0000	  0.0000	  0.0184	  0.0136	 -0.0320	 -0.0328	  0.1173	   0.1173	  0.0153	  0.0073	149.0879	 64.2089	  0.1131	  0.5014	  0.1708	  0.8841	-845.2926	  0.0000	  2.2615	  1.1799	  3.5008	  0.0162	 84.0299
2010	  2	   3	  0	  1.1250	  0.0000	  0.0000	270.7977	311.4127	 -0.3250	-40.6150	109.2101	-15.5094	 73.6939	 10.4106	  0.0000	  0.0000	  0.0150	  0.0061	 -0.0212	 -0.0217	  0.0956	   0.0956	  0.0072	  0.0067	138.3133	 78.9291	  0.1131	  0.4801	  0.1708	  0.9577	-1067.0604	  0.0000	  1.5355	  0.5172	  3.2773	  0.0175	 82.5365
2010	  2	   4	  0	  1.1667	  0.0000	  0.0000	266.6901	308.8036	 -0.8708	-42.1135	110.2856	-16.2811	 75.6665	  8.7867	  0.0000	  0.0000	  0.0126	  0.0031	 -0.0158	 -0.0163	  0.0793	   0.0793	  0.0039	  0.0063	127.0297	 89.7798	  0.1131	  0.4627	  0.1708	  1.0023	-1192.7792	  0.0000	  0.9738	 -0.0403	  3.0948	  0.0183	 81.1623
2010	  2	   5	  0	  1.2083	  0.0000	  0.0000	261.6314	306.1126	 -1.4250	-44.4813	117.9117	-17.6829	 83.2816	  7.8317	  0.0000	  0.0000	  0.0113	  0.0017	 -0.0130	 -0.0134	  0.0659	   0.0659	  0.0023	  0.0059	115.7333	 99.0626	  0.1131	  0.4354	  0.1708	  0.9772	-1013.0614	  0.0000	  0.6372	 -0.4980	  2.8880	  0.0179	 78.3124
2010	  2	   6	  0	  1.2500	  0.0000	  0.0000	258.3499	303.5845	 -1.9708	-45.2347	145.9720	-18.0645	111.6109	  7.1909	  0.0000	  0.0000	  0.0103	  0.0004	 -0.0108	 -0.0111	  0.0548	   0.0548	  0.0008	  0.0056	104.7211	107.9100	  0.1131	  0.4262	  0.1708	  0.8915	-578.6309	  0.0000	  0.9454	 -0.6737	  2.7592	  0.0165	 75.8024
2010	  2	   7	  0	  1.2917	  4.4479	  0.5031	256.0044	302.7807	 -2.1253	-42.8314	218.9091	-16.2460	184.5329	  7.7908	  0.0000	  0.0000	  0.0112	  0.0001	 -0.0113	 -0.0116	  0.0432	   0.0432	  0.0005	  0.0053	 94.0277	117.0097	  0.1131	  0.4121	  0.1708	  0.8815	-339.3526	  0.0000	  2.5502	 -0.1697	  2.6712	  0.0165	 70.7778
