Year	DOY	Hour	Min	 Dectime	 azimuth	altitude	GlobalRad	DiffuseRad	DirectRad	 Kdown2d	   Kup2d	  Ksouth	   Kwest	  Knorth	   Keast	 Ldown2d	   Lup2d	  Lsouth	   Lwest	  Lnorth	   Least	    Tmrt	      I0	      CI	SH_Ground	SH_Walls	SVF_Ground	SVF_Roof	SVF_BdVeg	Emis_Sky	      Ta	      Tg	      Tw
2010	  1	   1	  0	  0.0417	 23.7045	-70.6754	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	290.0954	302.5257	305.2382	305.2382	305.2382	305.2382	 -2.5222	 87.0417	  0.4363	   0.0000	  0.0000	    0.4463	  0.7855	   0.4463	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   2	  0	  0.0833	 54.6611	-63.4653	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	290.0892	302.5257	305.2377	305.2377	305.2377	305.2377	 -2.5223	 87.0436	  0.4363	   0.0000	  0.0000	    0.4463	  0.7855	   0.4463	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   3	  0	  0.1250	 72.8731	-53.3012	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	290.0709	302.5257	305.2362	305.2362	305.2362	305.2362	 -2.5229	 87.0492	  0.4363	   0.0000	  0.0000	    0.4463	  0.7855	   0.4463	  0.7462	  0.6000	  0.0000	  0.0000
2010	  1	   4	  0	  0.1667	 85.1744	-42.1851	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	290.0490	302.5257	305.2344	305.2344	305.2344	305.2344	 -2.5235	 87.0560	  0.4363	   0.0000	  0.0000	    0.4463	  0.7855	   0.4463	  0.7460	  0.6000	  0.0000	  0.0000
2010	  1	   5	  0	  0.2083	 95.0273	-30.8632	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	289.9974	302.5257	305.2301	305.2301	305.2301	305.2301	 -2.5251	 87.0718	  0.4363	   0.0000	  0.0000	    0.4463	  0.7855	   0.4463	  0.7455	  0.6000	  0.0000	  0.0000
2010	  1	   6	  0	  0.2500	103.9927	-19.6998	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	289.9138	302.5257	305.2232	305.2232	305.2232	305.2232	 -2.5275	 87.0976	  0.4363	   0.0000	  0.0000	    0.4463	  0.7855	   0.4463	  0.7448	  0.6000	  0.0000	  0.0000
2010	  1	   7	  0	  0.2917	112.9203	 -8.9453	   2.3333	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	288.0962	302.5257	305.0729	305.0729	305.0729	305.0729	 -2.5813	 87.1166	  0.4630	   0.0000	  0.0000	    0.4463	  0.7855	   0.4463	  0.7443	  0.6000	  0.0000	  0.0000
2010	  1	   8	  0	  0.3333	122.4065	  1.5328	  24.1042	  103.2261	  15.2431	 17.0565	  0.7985	  2.5301	  2.5301	  2.5301	  2.5301	264.6730	302.5257	303.1454	298.2647	298.2647	303.1454	 -3.2236	 69.2759	  0.8220	   0.0000	  0.0060	    0.4463	  0.7855	   0.4463	  0.7456	  0.6000	  2.0019	  0.0000
2010	  1	   9	  0	  0.3750	132.9339	 10.2225	  81.9271	   46.7082	  74.4231	 67.9769	  3.8533	 12.2669	 11.8538	 11.8538	 12.2665	272.1252	303.8952	304.9587	297.6087	297.6087	304.9587	 -1.1362	199.6099	  0.7312	   0.0187	  0.0563	    0.4463	  0.7855	   0.4463	  0.7471	  0.8708	  2.1712	  0.0000
2010	  1	  10	  0	  0.4167	144.8880	 17.6427	 142.2500	   39.6761	 129.3357	118.0051	  6.6747	 20.6581	 20.6581	 20.6581	 20.6581	280.1692	306.1898	307.8145	300.6042	300.7221	307.8145	  1.2344	340.5292	  0.6458	   0.0000	  0.0573	    0.4463	  0.7855	   0.4463	  0.7473	  1.4250	  2.2184	  0.2223
