Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2010	  1	   1	  0	  0.0417	  0.0000	  0.0000	289.0989	316.6329	  0.6000	-27.5340	116.1268	 -9.4015	 90.1352	  7.8591	  0.2500	  0.0000	  0.0113	  0.0193	  0.2194	  0.2194	  0.2194	   0.2199	  0.0211	  0.0000	158.1510	 40.6532	  0.1130	  0.6362	  0.1872	  0.1500	 -3.4467	  0.0000	  8.9444	  2.1973	  3.9941	  0.0022	 90.0372
2010	  1	   2	  0	  0.0833	  0.0000	  0.0000	289.0057	316.6271	  0.6000	-27.6213	100.9881	 -8.0602	 62.9325	 18.4945	  0.5100	  0.0000	  0.0266	  0.2653	  0.2181	  0.2181	  0.4374	   0.4325	  0.2888	  0.0000	149.0689	 64.4472	  0.1130	  0.6351	  0.1872	  0.1500	 -4.8724	  0.0000	  6.4261	  1.7152	  4.1163	  0.0022	 96.0164
2010	  1	   3	  0	  0.1250	  0.0000	  0.0000	288.7294	316.6098	  0.6000	-27.8805	 95.1435	 -7.4006	 59.2500	 15.4137	  0.0000	  0.0000	  0.0222	  0.1391	 -0.1613	 -0.1613	  0.2762	   0.2686	  0.1514	  0.0000	138.2849	 79.1061	  0.1130	  0.6319	  0.1872	  0.1500	 -5.1540	  0.0000	  6.0852	  1.6500	  4.0697	  0.0021	 95.3723
2010	  1	   4	  0	  0.1667	  0.0000	  0.0000	288.4001	316.5893	  0.6000	-28.1891	 91.9816	 -7.1161	 60.2868	 10.6217	  0.0000	  0.0000	  0.0153	  0.0327	 -0.0480	 -0.0480	  0.2282	   0.2205	  0.0356	  0.0000	126.9985	 89.9266	  0.1130	  0.6281	  0.1872	  0.1500	 -5.0646	  0.0000	  6.1813	  1.6684	  4.0009	  0.0022	 93.6398
2010	  1	   5	  0	  0.2083	  0.0000	  0.0000	287.6289	316.5411	  0.6000	-28.9122	 98.2095	 -7.3096	 66.8509	  9.7560	  0.0000	  0.0000	  0.0141	  0.0166	 -0.0307	 -0.0307	  0.1975	   0.1902	  0.0182	  0.0000	115.7014	 99.1961	  0.1130	  0.6193	  0.1872	  0.1500	 -4.5768	  0.0000	  6.7891	  1.7847	  3.9619	  0.0022	 91.9627
2010	  1	   6	  0	  0.2500	  0.0000	  0.0000	286.3926	316.4640	  0.6000	-30.0714	135.8645	 -7.9390	101.2026	 12.5295	  0.0000	  0.0000	  0.0180	  0.0101	 -0.0281	 -0.0281	  0.1693	   0.1631	  0.0111	  0.0000	104.6985	108.0336	  0.1130	  0.6052	  0.1872	  0.1500	 -3.0925	  0.0000	  9.9698	  2.3936	  3.9483	  0.0022	 87.7645
2010	  1	   7	  0	  0.2917	  2.3333	  0.2637	285.4959	316.5736	  0.6380	-29.0080	224.3009	 -7.1551	184.3587	 18.0894	  0.0000	  0.0000	  0.0261	  0.0061	 -0.0321	 -0.0321	  0.1372	   0.1330	  0.0067	  0.0000	 94.0115	117.1313	  0.1130	  0.5950	  0.1872	  0.1500	 -1.7068	  0.0000	 17.6693	  3.8674	  3.9800	  0.0022	 79.7451
2010	  1	   8	  0	  0.3333	 24.1042	  2.7238	287.7696	318.2603	  0.9912	 -9.1103	305.8388	  6.5582	269.2429	 20.9273	  0.0000	  0.0000	  0.0301	  0.0033	 -0.0335	 -0.0335	  0.1037	   0.1027	  0.0037	  0.0000	 84.3838	127.0215	  0.1130	  0.6210	  0.1872	  0.1937	 -2.7972	  0.0000	 18.0167	  4.9158	  4.0768	  0.0024	 75.8726
2010	  1	   9	  0	  0.3750	 81.9271	  9.2578	289.8124	323.6748	  2.1900	 38.8069	312.4500	 40.4491	291.7036	 19.1042	  0.0000	  0.0000	  0.0275	  0.0016	 -0.0292	 -0.0292	  0.0746	   0.0762	  0.0018	  0.0000	 76.1009	138.1526	  0.1130	  0.6299	  0.1872	  0.2844	 -7.1349	  0.0000	 15.7304	  4.2033	  4.0896	  0.0033	 79.9667
2010	  1	  10	  0	  0.4167	142.2500	 16.0742	289.5783	330.3732	  3.6889	 85.3808	295.3950	 73.2409	293.1201	 14.4149	  0.0000	  0.0000	  0.0208	  0.0012	 -0.0220	 -0.0220	  0.0525	   0.0537	  0.0014	  0.0000	 69.5149	150.8314	  0.1130	  0.5979	  0.1872	  0.3916	-19.4320	  0.0000	 14.8023	  3.9153	  4.0475	  0.0048	 80.7637
