Year	DOY	Hour	Min	 Dectime	Tsfc_Paved	Tsfc_Bldgs	Tsfc_EveTr	Tsfc_DecTr	Tsfc_Grass	Tsfc_BSoil	Tsfc_Water	QN_Paved	QN_Bldgs	QN_EveTr	QN_DecTr	QN_Grass	QN_BSoil	QN_Water	QS_Paved	QS_Bldgs	QS_EveTr	QS_DecTr	QS_Grass	QS_BSoil	QS_Water	QE0_Paved	QE0_Bldgs	QE0_EveTr	QE0_DecTr	QE0_Grass	QE0_BSoil	QE0_Water	QE_Paved	QE_Bldgs	QE_EveTr	QE_DecTr	QE_Grass	QE_BSoil	QE_Water	QH_Paved	QH_Bldgs	QH_EveTr	QH_DecTr	QH_Grass	QH_BSoil	QH_Water	wu_Paved	wu_Bldgs	wu_EveTr	wu_DecTr	wu_Grass	wu_BSoil	wu_Water	ev0_Paved	ev0_Bldgs	ev0_EveTr	ev0_DecTr	ev0_Grass	ev0_BSoil	ev0_Water	ev_Paved	ev_Bldgs	ev_EveTr	ev_DecTr	ev_Grass	ev_BSoil	ev_Water	drain_Paved	drain_Bldgs	drain_EveTr	drain_DecTr	drain_Grass	drain_BSoil	drain_Water	st_Paved_prev	st_Bldgs_prev	st_EveTr_prev	st_DecTr_prev	st_Grass_prev	st_BSoil_prev	st_Water_prev	st_Paved_next	st_Bldgs_next	st_EveTr_next	st_DecTr_next	st_Grass_next	st_BSoil_next	st_Water_next	ss_Paved_prev	ss_Bldgs_prev	ss_EveTr_prev	ss_DecTr_prev	ss_Grass_prev	ss_BSoil_prev	ss_Water_prev	ss_Paved_next	ss_Bldgs_next	ss_EveTr_next	ss_DecTr_next	ss_Grass_next	ss_BSoil_next	ss_Water_next	      RS	      RA	      RB	  RAsnow	RSS_Paved	RSS_Bldgs	RSS_EveTr	RSS_DecTr	RSS_Grass	RSS_BSoil	RSS_Water	    vsmd	     dsp	    G_sm	   x_exp	 g_kdown	    g_dq	    g_ta	   g_smd	   g_lai	 vpd_hPa	 lv_J_kg	  avdens	    avcp	   s_hPa	psyc_hPa	    iter	FAIBldg_use	FAIEveTree_use	FAIDecTree_use	     FAI	   dqndt
2010	  1	   1	  0	  0.0417	    6.5573	    6.6580	    6.9358	    6.6553	    6.9215	    7.0418	    7.0153	-27.8987	-26.7241	-28.7797	-28.7797	-27.3114	-27.6051	-27.8987	 -9.2916	 -9.2916	 -9.2916	 -9.2916	 -9.2916	 -9.2916	 -9.2916	   5.6349	   5.7046	   0.5958	   3.6775	   2.2212	   0.6055	   0.6031	  5.6349	  5.7046	  0.5958	  3.6775	  2.2212	  0.6055	  0.6031	 65.1541	 66.2590	 69.3121	 66.2305	 69.1551	 70.4771	 70.1858	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0007	   0.0007	   0.0001	   0.0004	   0.0003	   0.0001	   0.0001	  0.0007	  0.0007	  0.0001	  0.0004	  0.0003	  0.0001	  0.0001	     0.0022	     0.0021	     0.0000	     0.0002	     0.0002	     0.0000	     0.0000	       0.1083	       0.1077	       0.0000	       0.1122	       0.1151	       0.0000	       0.0000	       0.1266	       0.1257	       0.0000	       0.1323	       0.1366	       0.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	9999.9999	120.0000	 10.3088	  0.0000	1861.6601	1863.8073	9999.9999	2427.4796	3472.3051	9999.9999	9999.9999	  0.0000	111.2000	  0.0500	 -5.5600	  0.0000	  0.9929	  0.4308	  0.9962	  0.4805	  0.0888	2499017.5985	  1.2853	1008.5406	  0.4612	  0.6554	121.0000	     0.8500	        0.1210	        0.1424	  0.9924	-10.9964
2010	  1	   2	  0	  0.0833	    4.6256	    4.7438	    5.7496	    4.7476	    5.2711	    5.8560	    5.8294	-27.9872	-26.8088	-28.8710	-28.8710	-27.3980	-27.6926	-27.9872	 -7.9348	 -7.9348	 -7.9348	 -7.9348	 -7.9348	 -7.9348	 -7.9348	  13.7207	  13.6011	   0.4884	  11.4968	   7.2191	   0.4982	   0.4958	 13.7207	 13.6011	  0.4884	 11.4968	  7.2191	  0.4982	  0.4958	 43.9690	 45.2671	 56.3175	 45.3091	 51.0598	 57.4861	 57.1939	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0016	   0.0016	   0.0001	   0.0014	   0.0009	   0.0001	   0.0001	  0.0016	  0.0016	  0.0001	  0.0014	  0.0009	  0.0001	  0.0001	     0.0314	     0.0286	     0.0000	     0.0014	     0.0019	     0.0000	     0.0000	       0.3283	       0.3187	       0.0000	       0.4638	       0.5529	       0.0000	       0.0000	       0.3415	       0.3310	       0.0000	       0.5035	       0.6096	       0.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	9999.9999	120.0000	 10.3088	  0.0000	 172.8484	 182.7382	9999.9999	 267.7464	 589.5062	9999.9999	9999.9999	  0.0000	111.2000	  0.0500	 -5.5600	  0.0000	  0.9924	  0.4308	  0.9962	  0.4805	  0.0944	2499030.3104	  1.2853	1008.5376	  0.4612	  0.6553	120.0000	     0.8500	        0.1210	        0.1424	  0.9924	 -6.6107
2010	  1	   3	  0	  0.1250	    4.4383	    4.5714	    5.2310	    3.8611	    4.3773	    5.3374	    5.3108	-28.2498	-27.0603	-29.1419	-29.1419	-27.6551	-27.9524	-28.2498	 -7.2639	 -7.2639	 -7.2639	 -7.2639	 -7.2639	 -7.2639	 -7.2639	  10.1129	   9.8271	   0.4466	  15.6229	  11.3925	   0.4565	   0.4540	 10.1129	  9.8271	  0.4466	 15.6229	 11.3925	  0.4565	  0.4540	 42.1440	 43.6193	 50.9183	 35.7420	 41.4592	 52.0979	 51.8030	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0012	   0.0012	   0.0001	   0.0019	   0.0014	   0.0001	   0.0001	  0.0012	  0.0012	  0.0001	  0.0019	  0.0014	  0.0001	  0.0001	     0.0166	     0.0143	     0.0000	     0.0025	     0.0047	     0.0000	     0.0000	       0.2595	       0.2462	       0.0000	       0.6943	       0.9745	       0.0000	       0.0000	       0.2436	       0.2307	       0.0000	       0.6900	       0.9775	       0.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	9999.9999	120.0000	 10.3088	  0.0000	 273.7754	 299.2954	9999.9999	  87.5684	 206.5620	9999.9999	9999.9999	  0.0000	111.2000	  0.0500	 -5.5600	  0.0000	  0.9911	  0.4308	  0.9962	  0.4805	  0.1108	2499065.1350	  1.2853	1008.5286	  0.4612	  0.6553	111.0000	     0.8500	        0.1210	        0.1424	  0.9924	 -4.0231
2010	  1	   4	  0	  0.1667	    4.5099	    4.6380	    4.9487	    3.7413	    4.1628	    5.0560	    5.0292	-28.5626	-27.3599	-29.4645	-29.4645	-27.9612	-28.2619	-28.5626	 -6.9711	 -6.9711	 -6.9711	 -6.9711	 -6.9711	 -6.9711	 -6.9711	   6.2030	   5.9817	   0.4252	  13.8428	  10.6618	   0.4351	   0.4327	  6.2030	  5.9817	  0.4252	 13.8428	 10.6618	  0.4351	  0.4327	 43.0143	 44.4382	 47.8901	 34.4725	 39.1568	 49.0828	 48.7846	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0007	   0.0007	   0.0001	   0.0017	   0.0013	   0.0001	   0.0001	  0.0007	  0.0007	  0.0001	  0.0017	  0.0013	  0.0001	  0.0001	     0.0037	     0.0031	     0.0000	     0.0022	     0.0045	     0.0000	     0.0000	       0.1636	       0.1535	       0.0000	       0.6452	       0.9553	       0.0000	       0.0000	       0.1597	       0.1497	       0.0000	       0.6414	       0.9516	       0.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	9999.9999	120.0000	 10.3088	  0.0000	 511.7434	 555.5041	9999.9999	 109.1022	 214.4706	9999.9999	9999.9999	  0.0000	111.2000	  0.0500	 -5.5600	  0.0000	  0.9896	  0.4308	  0.9962	  0.4805	  0.1305	2499106.8181	  1.2853	1008.5179	  0.4612	  0.6553	108.0000	     0.8500	        0.1210	        0.1424	  0.9924	 -2.5140
2010	  1	   5	  0	  0.2083	    4.9754	    5.1076	    5.3417	    4.0971	    4.5154	    5.4523	    5.4247	-29.2952	-28.0617	-30.2203	-30.2203	-28.6785	-28.9868	-29.2952	 -7.1540	 -7.1540	 -7.1540	 -7.1540	 -7.1540	 -7.1540	 -7.1540	   5.4459	   5.2171	   0.4691	  14.2318	  11.1481	   0.4793	   0.4768	  5.4459	  5.2171	  0.4691	 14.2318	 11.1481	  0.4793	  0.4768	 48.0160	 49.4783	 52.0677	 38.3050	 42.9305	 53.2909	 52.9851	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0007	   0.0006	   0.0001	   0.0017	   0.0013	   0.0001	   0.0001	  0.0007	  0.0006	  0.0001	  0.0017	  0.0013	  0.0001	  0.0001	     0.0018	     0.0014	     0.0000	     0.0019	     0.0040	     0.0000	     0.0000	       0.1282	       0.1195	       0.0000	       0.6005	       0.9059	       0.0000	       0.0000	       0.1261	       0.1174	       0.0000	       0.5968	       0.9015	       0.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	9999.9999	120.0000	 10.3088	  0.0000	 689.1120	 748.3924	9999.9999	 131.7051	 236.4027	9999.9999	9999.9999	  0.0000	111.2000	  0.0500	 -5.5600	  0.0000	  0.9859	  0.4308	  0.9962	  0.4805	  0.1767	2499205.6751	  1.2853	1008.4927	  0.4612	  0.6553	113.0000	     0.8500	        0.1210	        0.1424	  0.9924	 -1.6791
2010	  1	   6	  0	  0.2500	    7.4699	    7.6211	    7.9520	    6.1758	    6.7095	    8.0683	    8.0392	-30.4697	-29.1868	-31.4319	-31.4319	-29.8282	-30.1490	-30.4697	 -7.7698	 -7.7698	 -7.7698	 -7.7698	 -7.7698	 -7.7698	 -7.7698	   6.9534	   6.5830	   0.7187	  20.1458	  15.9112	   0.7293	   0.7267	  6.9534	  6.5830	  0.7187	 20.1458	 15.9112	  0.7293	  0.7267	 74.9371	 76.5905	 80.2096	 60.7826	 66.6208	 81.4819	 81.1639	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0008	   0.0008	   0.0001	   0.0024	   0.0019	   0.0001	   0.0001	  0.0008	  0.0008	  0.0001	  0.0024	  0.0019	  0.0001	  0.0001	     0.0010	     0.0008	     0.0000	     0.0017	     0.0036	     0.0000	     0.0000	       0.1060	       0.0981	       0.0000	       0.5549	       0.8506	       0.0000	       0.0000	       0.1044	       0.0965	       0.0000	       0.5508	       0.8457	       0.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	9999.9999	120.0000	 10.3088	  0.0000	 856.4439	 932.5491	9999.9999	 158.3913	 263.7726	9999.9999	9999.9999	  0.0000	111.2000	  0.0500	 -5.5600	  0.0000	  0.9799	  0.4308	  0.9962	  0.4805	  0.2515	2499363.5980	  1.2853	1008.4520	  0.4612	  0.6552	127.0000	     0.8500	        0.1210	        0.1424	  0.9924	 -1.3431
2010	  1	   7	  0	  0.2917	   13.5221	   13.7020	   14.2766	   11.3564	   12.0872	   14.3815	   14.3671	-29.3896	-28.1137	-30.3787	-30.4216	-28.9019	-29.2316	-29.3896	 -6.9956	 -6.9956	 -6.9956	 -6.9956	 -6.9956	 -6.9956	 -6.9956	   9.8912	   9.2110	   0.6994	  32.4055	  25.9797	   0.7056	   0.7043	  9.8912	  9.2110	  0.6994	 32.4055	 25.9797	  0.7056	  0.7043	140.3849	142.3410	148.5876	116.8386	124.7841	149.7285	149.5719	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0012	   0.0011	   0.0001	   0.0039	   0.0031	   0.0001	   0.0001	  0.0012	  0.0011	  0.0001	  0.0039	  0.0031	  0.0001	  0.0001	     0.0005	     0.0004	     0.0000	     0.0015	     0.0031	     0.0000	     0.0000	       0.0866	       0.0795	       0.0000	       0.4991	       0.7865	       0.0000	       0.0000	       0.0850	       0.0780	       0.0000	       0.4938	       0.7806	       0.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	42915.4192	120.0000	 10.3088	  0.0000	1132.3356	1243.3697	42915.4192	 201.1862	 306.8328	42915.4192	42915.4192	  0.0000	111.2000	  0.0500	 -5.5600	  0.0132	  0.9755	  0.4308	  0.9962	  0.4805	  0.3063	2499481.0794	  1.2853	1008.4223	  0.4612	  0.6552	142.0000	     0.8500	        0.1210	        0.1424	  0.9924	 -1.0030
2010	  1	   8	  0	  0.3333	   12.9088	   13.0143	   13.4792	   11.0970	   11.5324	   13.4624	   13.5353	 -9.2033	 -8.4190	-10.1242	-10.5677	-10.3634	-10.6704	 -9.2033	  6.5203	  6.5203	  6.5203	  6.5203	  6.5203	  6.5203	  6.5203	  11.2942	  10.4001	   0.9486	  40.2399	  33.5313	   0.9451	   0.9524	 11.2942	 10.4001	  0.9486	 40.2399	 33.5313	  0.9451	  0.9524	208.4213	210.0998	217.8461	178.1112	185.0241	217.3033	218.7632	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0014	   0.0012	   0.0001	   0.0048	   0.0040	   0.0001	   0.0001	  0.0014	  0.0012	  0.0001	  0.0048	  0.0040	  0.0001	  0.0001	     0.0003	     0.0002	     0.0000	     0.0012	     0.0026	     0.0000	     0.0000	       0.0676	       0.0615	       0.0000	       0.4300	       0.7117	       0.0000	       0.0000	       0.0661	       0.0601	       0.0000	       0.4240	       0.7052	       0.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	14747.2653	 78.7816	  9.6228	  0.0000	 953.1650	1050.6322	14747.2653	 170.3243	 233.4648	14747.2653	14747.2653	  0.0000	111.2000	  0.0500	 -5.5600	  0.1219	  0.9865	  0.4308	  0.9962	  0.4805	  0.1687	2499188.6471	  1.2853	1008.4971	  0.4612	  0.6553	140.0000	     0.8500	        0.1210	        0.1424	  0.9924	  2.3635
2010	  1	   9	  0	  0.3750	   10.9012	   10.9242	   11.2299	    9.5979	    9.6669	   11.0206	   11.2688	 39.4152	 39.1044	 38.5177	 37.0103	 33.9837	 33.6845	 39.4152	 39.9467	 39.9467	 39.9467	 39.9467	 39.9467	 39.9467	 39.9467	  10.8376	  10.0002	   2.4179	  38.2440	  33.6337	   2.3687	   2.4267	 10.8376	 10.0002	  2.4179	 38.2440	 33.6337	  2.3687	  2.4267	229.1595	229.6860	236.6817	199.3481	200.9319	231.8977	237.5704	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0013	   0.0012	   0.0003	   0.0046	   0.0040	   0.0003	   0.0003	  0.0013	  0.0012	  0.0003	  0.0046	  0.0040	  0.0003	  0.0003	     0.0001	     0.0000	     0.0000	     0.0009	     0.0021	     0.0000	     0.0000	       0.0501	       0.0452	       0.0000	       0.3596	       0.6351	       0.0000	       0.0000	       0.0488	       0.0440	       0.0000	       0.3541	       0.6290	       0.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	4160.7123	 57.1950	  8.1103	  0.0000	 837.0575	 913.8832	4160.7123	 164.3570	 196.2071	4160.7123	4160.7123	  0.0000	111.2000	  0.0500	 -5.5600	  0.3366	  0.9883	  0.4404	  0.9962	  0.4805	  0.1459	2498496.7270	  1.2840	1008.5821	  0.4693	  0.6555	132.0000	     0.8500	        0.1210	        0.1424	  0.9924	 13.1928
2010	  1	  10	  0	  0.4167	   10.8133	   10.7929	   11.0323	    9.6528	    9.5014	   10.6704	   11.0715	 86.6755	 85.3679	 85.6931	 83.0757	 76.8608	 76.5333	 86.6755	 72.2868	 72.2868	 72.2868	 72.2868	 72.2868	 72.2868	 72.2868	   9.8990	   9.1197	   3.5333	  34.9691	  32.5908	   3.4064	   3.5466	  9.8990	  9.1197	  3.5333	 34.9691	 32.5908	  3.4064	  3.5466	231.8891	231.3608	237.2725	203.2193	199.3826	228.2395	238.2415	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	   0.0012	   0.0011	   0.0004	   0.0042	   0.0039	   0.0004	   0.0004	  0.0012	  0.0011	  0.0004	  0.0042	  0.0039	  0.0004	  0.0004	     0.0000	     0.0000	     0.0000	     0.0007	     0.0018	     0.0000	     0.0000	       0.0356	       0.0315	       0.0000	       0.2976	       0.5647	       0.0000	       0.0000	       0.0345	       0.0304	       0.0000	       0.2926	       0.5591	       0.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	     150.0000	       0.0000	2838.5907	 52.9083	  7.3064	  0.0000	 939.3912	1022.0299	2838.5907	 195.8367	 209.5727	2838.5907	2838.5907	  0.0000	111.2000	  0.0500	 -5.5600	  0.4793	  0.9699	  0.4599	  0.9962	  0.4805	  0.3762	2497660.7389	  1.2814	1008.6087	  0.4862	  0.6558	132.0000	     0.8500	        0.1210	        0.1424	  0.9924	 23.2515
