Year	DOY	Hour	Min	 Dectime	 azimuth	altitude	GlobalRad	DiffuseRad	DirectRad	 Kdown2d	   Kup2d	  Ksouth	   Kwest	  Knorth	   Keast	 Ldown2d	   Lup2d	  Lsouth	   Lwest	  Lnorth	   Least	    Tmrt	      I0	      CI	SH_Ground	SH_Walls	SVF_Ground	SVF_Roof	SVF_BdVeg	Emis_Sky	      Ta	      Tg	      Tw
2010	  1	   1	  0	  0.0417	 23.7355	-70.6719	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	284.7473	302.5257	293.4470	293.4470	293.4470	293.4470	 -4.9336	 87.0429	  0.4363	   0.0000	  0.0000	    0.8881	  0.9523	   0.8881	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   2	  0	  0.0833	 54.6796	-63.4581	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	284.7400	302.5257	293.4447	293.4447	293.4447	293.4447	 -4.9342	 87.0448	  0.4363	   0.0000	  0.0000	    0.8881	  0.9523	   0.8881	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   3	  0	  0.1250	 72.8846	-53.2926	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	284.7182	302.5257	293.4379	293.4379	293.4379	293.4379	 -4.9358	 87.0504	  0.4363	   0.0000	  0.0000	    0.8881	  0.9523	   0.8881	  0.7462	  0.6000	  0.0000	  0.0000
2010	  1	   4	  0	  0.1667	 85.1830	-42.1762	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	284.6922	302.5257	293.4298	293.4298	293.4298	293.4298	 -4.9378	 87.0571	  0.4363	   0.0000	  0.0000	    0.8881	  0.9523	   0.8881	  0.7460	  0.6000	  0.0000	  0.0000
2010	  1	   5	  0	  0.2083	 95.0346	-30.8542	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	284.6309	302.5257	293.4106	293.4106	293.4106	293.4106	 -4.9425	 87.0730	  0.4363	   0.0000	  0.0000	    0.8881	  0.9523	   0.8881	  0.7455	  0.6000	  0.0000	  0.0000
2010	  1	   6	  0	  0.2500	103.9997	-19.6911	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	284.5315	302.5257	293.3795	293.3795	293.3795	293.3795	 -4.9502	 87.0988	  0.4363	   0.0000	  0.0000	    0.8881	  0.9523	   0.8881	  0.7448	  0.6000	  0.0000	  0.0000
2010	  1	   7	  0	  0.2917	112.9275	 -8.9367	   2.3333	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	282.3710	302.5257	292.7031	292.7031	292.7031	292.7031	 -5.1162	 87.1178	  0.4630	   0.0000	  0.0000	    0.8881	  0.9523	   0.8881	  0.7443	  0.6000	  0.0000	  0.0000
2010	  1	   8	  0	  0.3333	122.4144	  1.5403	  24.1042	  102.0494	  15.2656	 19.2333	  1.3810	  6.0382	  5.9535	  5.9535	  6.0658	254.5465	302.5443	284.0793	283.6099	283.6099	284.0793	 -6.2182	 69.3678	  0.8217	   0.0017	  0.0686	    0.8881	  0.9523	   0.8881	  0.7456	  0.6000	  1.9971	  0.0000
2010	  1	   9	  0	  0.3750	132.9427	 10.2291	  81.9271	   46.4701	  74.4560	 78.8263	  6.7894	 31.3197	 28.5347	 28.5347	 31.5787	263.1790	304.6793	287.9973	287.2905	287.2905	287.9973	 -1.2563	199.7363	  0.7308	   0.1010	  0.2764	    0.8881	  0.9523	   0.8881	  0.7471	  0.8708	  2.1685	  0.0000
2010	  1	  10	  0	  0.4167	144.8980	 17.6479	 142.2500	   39.6028	 129.3553	136.8627	 11.9062	 55.0145	 49.2692	 49.2692	 52.8646	272.0360	307.8680	292.7949	292.1723	292.2256	292.7949	  3.3284	340.6267	  0.6456	   0.1655	  0.3923	    0.8881	  0.9523	   0.8881	  0.7473	  1.4250	  2.2172	  0.2222
