Year	DOY	Hour	Min	 Dectime	 azimuth	altitude	GlobalRad	DiffuseRad	DirectRad	 Kdown2d	   Kup2d	  Ksouth	   Kwest	  Knorth	   Keast	 Ldown2d	   Lup2d	  Lsouth	   Lwest	  Lnorth	   Least	    Tmrt	      I0	      CI	SH_Ground	SH_Walls	SVF_Ground	SVF_Roof	SVF_BdVeg	Emis_Sky	      Ta	      Tg	      Tw
2010	  1	   1	  0	  0.0417	 23.7058	-70.6615	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	287.7828	302.5257	298.9634	298.9634	298.9634	298.9634	 -3.7902	 86.9913	  0.4364	   0.0000	  0.0000	    0.5858	  0.8575	   0.5858	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   2	  0	  0.0833	 54.6488	-63.4538	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	287.7761	302.5257	298.9626	298.9626	298.9626	298.9626	 -3.7904	 86.9932	  0.4364	   0.0000	  0.0000	    0.5858	  0.8575	   0.5858	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   3	  0	  0.1250	 72.8617	-53.2928	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	287.7563	302.5257	298.9601	298.9601	298.9601	298.9601	 -3.7912	 86.9988	  0.4364	   0.0000	  0.0000	    0.5858	  0.8575	   0.5858	  0.7462	  0.6000	  0.0000	  0.0000
2010	  1	   4	  0	  0.1667	 85.1666	-42.1794	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	287.7327	302.5257	298.9572	298.9572	298.9572	298.9572	 -3.7921	 87.0055	  0.4364	   0.0000	  0.0000	    0.5858	  0.8575	   0.5858	  0.7460	  0.6000	  0.0000	  0.0000
2010	  1	   5	  0	  0.2083	 95.0230	-30.8597	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	287.6769	302.5257	298.9504	298.9504	298.9504	298.9504	 -3.7942	 87.0214	  0.4364	   0.0000	  0.0000	    0.5858	  0.8575	   0.5858	  0.7455	  0.6000	  0.0000	  0.0000
2010	  1	   6	  0	  0.2500	103.9917	-19.6985	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	287.5864	302.5257	298.9392	298.9392	298.9392	298.9392	 -3.7976	 87.0471	  0.4364	   0.0000	  0.0000	    0.5858	  0.8575	   0.5858	  0.7448	  0.6000	  0.0000	  0.0000
2010	  1	   7	  0	  0.2917	112.9221	 -8.9463	   2.3333	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	285.6198	302.5257	298.6968	298.6968	298.6968	298.6968	 -3.8724	 87.0661	  0.4631	   0.0000	  0.0000	    0.5858	  0.8575	   0.5858	  0.7443	  0.6000	  0.0000	  0.0000
2010	  1	   8	  0	  0.3333	122.4108	  1.5296	  24.1042	  103.7677	  15.2310	 18.0049	  0.9805	  3.3148	  3.3148	  3.3148	  3.3148	260.2858	302.5257	295.5948	292.3311	292.3311	295.5948	 -4.4993	 69.2139	  0.8222	   0.0000	  0.0106	    0.5858	  0.8575	   0.5858	  0.7456	  0.6000	  2.0035	  0.0000
2010	  1	   9	  0	  0.3750	132.9402	 10.2168	  81.9271	   46.9026	  74.3948	 72.6602	  4.7679	 16.4409	 15.7060	 15.7060	 16.4414	268.2317	304.0307	297.7613	292.8464	292.8464	297.7613	 -1.7307	199.5001	  0.7315	   0.0336	  0.0803	    0.5858	  0.8575	   0.5858	  0.7471	  0.8708	  2.1725	  0.0000
2010	  1	  10	  0	  0.4167	144.8956	 17.6344	 142.2500	   39.8010	 129.3018	126.1425	  8.2489	 27.4373	 27.4373	 27.4373	 27.4373	276.6376	306.1898	300.7689	295.9902	296.0946	300.7689	  1.1008	340.3745	  0.6461	   0.0000	  0.1017	    0.5858	  0.8575	   0.5858	  0.7473	  1.4250	  2.2195	  0.2217
2010	  1	  11	  0	  0.4583	158.4270	 23.0127	 275.1667	  242.3933	 179.3884	253.4852	 12.1593	 51.2070	 39.8148	 39.8148	 44.3937	267.2599	309.8849	302.3441	298.0596	299.2749	302.3441	  4.7864	439.2965	  0.8171	   0.0545	  0.1402	    0.5858	  0.8575	   0.5858	  0.7470	  1.9708	  5.1204	  1.3610
2010	  1	  12	  0	  0.5000	173.2386	 25.7903	 343.9792	  352.4042	 190.5897	321.3854	 13.0562	 55.0673	 43.6231	 43.6095	 44.0051	265.6217	312.3764	304.2383	300.0677	303.2551	303.8187	  6.1810	489.1809	  0.8790	   0.0362	  0.1479	    0.5858	  0.8575	   0.5858	  0.7463	  2.5250	  7.3547	  2.6694
2010	  1	  13	  0	  0.5417	188.5186	 25.6196	 329.0104	  315.5100	 192.3591	306.0516	 12.9028	 50.4693	 43.9318	 43.5665	 43.5665	271.8170	315.8664	308.1657	308.1657	307.9526	303.7898	  6.7544	485.7063	  0.8539	   0.0226	  0.1474	    0.5858	  0.8575	   0.5858	  0.7490	  3.3958	  7.5397	  3.1975
2010	  1	  14	  0	  0.5833	203.2183	 22.5234	 245.1146	  178.4117	 175.7989	223.6571	 11.7582	 47.4419	 42.0348	 38.3939	 38.3939	280.7823	318.9100	311.6994	311.6994	310.4005	308.1644	  6.2948	429.6176	  0.7643	   0.0547	  0.1372	    0.5858	  0.8575	   0.5858	  0.7525	  3.9000	  5.8437	  2.6879
2010	  1	  15	  0	  0.6250	216.5779	 16.8827	 124.7917	   31.3994	 115.0172	110.4487	  7.3338	 24.3781	 24.3765	 24.3606	 24.3606	294.3749	320.1622	315.0200	315.0200	312.0765	311.4877	  3.7232	324.9857	  0.6166	   0.0024	  0.1003	    0.5858	  0.8575	   0.5858	  0.7583	  4.4958	  3.7592	  1.7937
2010	  1	  16	  0	  0.6667	228.3590	  9.2744	  30.4271	    2.2651	  29.9656	 26.6725	  1.9088	  6.3670	  6.3651	  6.2516	  6.2516	301.9797	318.7821	314.5586	314.5586	311.5311	311.8232	  0.5038	180.4792	  0.4883	   0.0317	  0.0711	    0.5858	  0.8575	   0.5858	  0.7590	  4.0792	  4.3709	  2.0819
