Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2010	  1	   1	  0	  0.0417	  0.0000	  0.0000	289.0989	316.6106	  0.6000	-27.5117	 83.0002	 -9.3349	 59.8158	  5.0076	  0.2500	  0.0000	  0.0072	  0.0202	  0.2226	  0.2226	  0.2226	   0.2227	  0.0217	  0.0000	158.1521	 40.6924	  0.1135	  0.6362	  0.1916	  0.1500	 -5.2083	  0.0000	  6.1375	  1.4267	  3.9474	  0.0171	 94.0134
2010	  1	   2	  0	  0.0833	  0.0000	  0.0000	289.0057	316.6047	  0.6000	-27.5990	 72.1800	 -7.9845	 40.4786	 12.0870	  0.5100	  0.0000	  0.0174	  0.2753	  0.2172	  0.2172	  0.4399	   0.4376	  0.2964	  0.0000	149.0649	 64.4749	  0.1135	  0.6351	  0.1916	  0.1500	 -7.5812	  0.0000	  4.3474	  1.1595	  4.0092	  0.0170	 97.3264
2010	  1	   3	  0	  0.1250	  0.0000	  0.0000	288.7294	316.5872	  0.6000	-27.8579	 68.0026	 -7.3183	 37.4585	 10.0046	  0.0000	  0.0000	  0.0144	  0.1454	 -0.1598	 -0.1598	  0.2800	   0.2766	  0.1565	  0.0000	138.2779	 79.1256	  0.1135	  0.6319	  0.1916	  0.1500	 -8.1519	  0.0000	  4.0678	  1.1177	  3.9798	  0.0169	 96.9037
2010	  1	   4	  0	  0.1667	  0.0000	  0.0000	288.4001	316.5664	  0.6000	-28.1663	 65.7427	 -7.0289	 37.7257	  6.8795	  0.0000	  0.0000	  0.0099	  0.0358	 -0.0457	 -0.0457	  0.2343	   0.2307	  0.0386	  0.0000	126.9897	 89.9411	  0.1135	  0.6281	  0.1916	  0.1500	 -8.0932	  0.0000	  4.0926	  1.1214	  3.9388	  0.0169	 95.8824
2010	  1	   5	  0	  0.2083	  0.0000	  0.0000	287.6289	316.5177	  0.6000	-28.8888	 70.1940	 -7.2160	 42.0803	  6.4409	  0.0000	  0.0000	  0.0093	  0.0190	 -0.0283	 -0.0283	  0.2060	   0.2024	  0.0205	  0.0000	115.6913	 99.2074	  0.1135	  0.6193	  0.1916	  0.1500	 -7.2737	  0.0000	  4.4958	  1.1816	  3.9060	  0.0170	 94.6766
2010	  1	   6	  0	  0.2500	  0.0000	  0.0000	286.3926	316.4396	  0.6000	-30.0470	 97.1075	 -7.8372	 66.2264	  8.6713	  0.0000	  0.0000	  0.0125	  0.0121	 -0.0246	 -0.0246	  0.1814	   0.1780	  0.0131	  0.0000	104.6873	108.0428	  0.1135	  0.6052	  0.1916	  0.1500	 -4.7457	  0.0000	  6.7315	  1.5154	  3.8801	  0.0172	 91.8294
2010	  1	   7	  0	  0.2917	  2.3333	  0.2649	285.4959	316.5484	  0.6380	-28.9841	160.3163	 -7.0594	125.2059	 13.1857	  0.0000	  0.0000	  0.0190	  0.0079	 -0.0269	 -0.0269	  0.1546	   0.1517	  0.0085	  0.0000	 93.9967	117.1392	  0.1135	  0.5950	  0.1916	  0.1500	 -2.5212	  0.0000	 12.1925	  2.3307	  3.8878	  0.0175	 86.8137
2010	  1	   8	  0	  0.3333	 24.1042	  2.7363	287.7696	318.2360	  0.9913	 -9.0985	218.5945	  6.5333	187.0135	 15.9492	  0.0000	  0.0000	  0.0230	  0.0049	 -0.0279	 -0.0279	  0.1267	   0.1247	  0.0054	  0.0000	 84.3715	127.0290	  0.1135	  0.6210	  0.1916	  0.1726	 -2.6356	  0.0000	 11.8918	  2.8645	  3.9815	  0.0204	 85.5919
2010	  1	   9	  0	  0.3750	 81.9271	  9.3004	289.8124	323.6487	  2.1903	 38.7905	223.3198	 40.1397	206.3316	 15.6390	  0.0000	  0.0000	  0.0225	  0.0027	 -0.0253	 -0.0253	  0.1014	   0.1004	  0.0030	  0.0000	 76.0883	138.1603	  0.1135	  0.6299	  0.1916	  0.2339	 -5.6095	  0.0000	 10.1261	  2.5643	  4.0297	  0.0288	 88.4739
2010	  1	  10	  0	  0.4167	142.2500	 16.1482	289.5783	330.3424	  3.6895	 85.3377	211.1300	 72.6545	209.1005	 14.7126	  0.0000	  0.0000	  0.0212	  0.0017	 -0.0229	 -0.0229	  0.0785	   0.0787	  0.0019	  0.0000	 69.5027	150.8403	  0.1135	  0.5979	  0.1916	  0.3190	-14.6509	  0.0000	 10.0903	  2.7237	  4.0267	  0.0408	 87.4112
