Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2010	  1	   1	  0	  0.0417	  0.0000	  0.0000	289.0989	316.3319	  0.6000	-27.2330	149.9798	-10.0780	122.5668	 10.2580	  0.2500	  0.0000	  0.0148	  0.0224	  0.2128	  0.2128	  0.2128	   0.2128	  0.0240	  0.0000	158.1579	 40.6675	  0.1119	  0.6362	  0.0138	  0.1500	 -2.5323	  0.0000	 11.9468	  3.1028	  4.0409	  0.0006	 85.4445
2010	  1	   2	  0	  0.0833	  0.0000	  0.0000	289.0057	316.3251	  0.6000	-27.3194	130.4280	 -8.7419	 86.6083	 25.2422	  0.5100	  0.0000	  0.0364	  0.3146	  0.1590	  0.1590	  0.3718	   0.3718	  0.3363	  0.0000	149.0729	 64.4606	  0.1119	  0.6351	  0.0138	  0.1500	 -3.5379	  0.0000	  8.6179	  2.3686	  4.2414	  0.0006	 94.4229
2010	  1	   3	  0	  0.1250	  0.0000	  0.0000	288.7294	316.3050	  0.6000	-27.5757	122.8795	 -8.0969	 84.6841	 18.7166	  0.0000	  0.0000	  0.0270	  0.1609	 -0.1878	 -0.1878	  0.1840	   0.1840	  0.1717	  0.0000	138.2867	 79.1159	  0.1119	  0.6319	  0.0138	  0.1500	 -3.6071	  0.0000	  8.4398	  2.3293	  4.1424	  0.0006	 92.4754
2010	  1	   4	  0	  0.1667	  0.0000	  0.0000	288.4001	316.2811	  0.6000	-27.8810	118.7959	 -7.8296	 87.4280	 11.3165	  0.0000	  0.0000	  0.0163	  0.0328	 -0.0491	 -0.0491	  0.1349	   0.1349	  0.0350	  0.0000	126.9986	 89.9333	  0.1119	  0.6281	  0.0138	  0.1500	 -3.4924	  0.0000	  8.6939	  2.3853	  4.0294	  0.0006	 89.5987
2010	  1	   5	  0	  0.2083	  0.0000	  0.0000	287.6289	316.2251	  0.6000	-28.5961	126.8393	 -8.0629	 96.7867	  9.5195	  0.0000	  0.0000	  0.0137	  0.0142	 -0.0280	 -0.0280	  0.1069	   0.1069	  0.0152	  0.0000	115.7001	 99.2003	  0.1119	  0.6193	  0.0138	  0.1500	 -3.1607	  0.0000	  9.5606	  2.5765	  3.9762	  0.0006	 87.2277
2010	  1	   6	  0	  0.2500	  0.0000	  0.0000	286.3926	316.1352	  0.6000	-29.7426	175.4714	 -8.7563	143.3534	 11.1317	  0.0000	  0.0000	  0.0160	  0.0071	 -0.0231	 -0.0231	  0.0837	   0.0837	  0.0076	  0.0000	104.6958	108.0358	  0.1119	  0.6052	  0.0138	  0.1500	 -2.1781	  0.0000	 13.8723	  3.5276	  3.9518	  0.0006	 81.0833
2010	  1	   7	  0	  0.2917	  2.3333	  0.2610	285.4959	316.2358	  0.6384	-28.6676	289.6887	 -7.8969	255.1189	 13.7991	  0.0000	  0.0000	  0.0199	  0.0032	 -0.0231	 -0.0231	  0.0607	   0.0607	  0.0034	  0.0000	 94.0066	117.1318	  0.1119	  0.5950	  0.0138	  0.1500	 -1.2310	  0.0000	 24.2207	  5.8102	  3.9541	  0.0006	 69.2690
2010	  1	   8	  0	  0.3333	 24.1042	  2.6963	287.7696	317.9479	  0.9959	 -8.7704	394.9963	  7.0750	366.2889	 12.8619	  0.0000	  0.0000	  0.0185	  0.0007	 -0.0192	 -0.0192	  0.0415	   0.0415	  0.0007	  0.0000	 84.3786	127.0208	  0.1119	  0.6210	  0.0138	  0.2005	 -2.3532	  0.0000	 34.1100	  7.5056	  4.0150	  0.0006	 62.5161
2010	  1	   9	  0	  0.3750	 81.9271	  9.1644	289.8124	323.3756	  2.2057	 39.1995	403.5347	 44.0468	389.0665	  9.6209	  0.0000	  0.0000	  0.0139	  0.0002	 -0.0141	 -0.0141	  0.0274	   0.0274	  0.0002	  0.0000	 76.0943	138.1510	  0.1119	  0.6299	  0.0138	  0.3013	 -6.3653	  0.0000	 34.2878	  6.2879	  4.0335	  0.0008	 68.2185
2010	  1	  10	  0	  0.4167	142.2500	 15.9121	289.5783	330.0505	  3.7156	 85.8657	381.5080	 79.8647	380.8305	  6.6785	  0.0000	  0.0000	  0.0096	  0.0001	 -0.0098	 -0.0098	  0.0176	   0.0176	  0.0001	  0.0000	 69.5071	150.8297	  0.1119	  0.5979	  0.0138	  0.4187	-18.3754	  0.0000	 29.3358	  5.2318	  4.0108	  0.0012	 73.0018
2010	  1	  11	  0	  0.4583	275.1667	 30.7801	288.7725	341.8194	  6.3286	191.3396	384.9729	159.7258	411.3802	  5.2065	  0.0000	  0.0000	  0.0075	  0.0001	 -0.0076	 -0.0076	  0.0100	   0.0100	  0.0001	  0.0000	 65.2353	165.0400	  0.1119	  0.5604	  0.0138	  0.4791	-24.3453	  0.0000	 29.7616	  5.6146	  3.9873	  0.0014	 70.6720
2010	  1	  12	  0	  0.5000	343.9792	 38.4775	287.6085	349.0589	  7.9122	244.0512	387.4478	200.5239	427.2430	  3.7321	  0.0000	  0.0000	  0.0054	  0.0001	 -0.0055	 -0.0055	  0.0046	   0.0046	  0.0001	  0.0000	 63.7745	180.2381	  0.1119	  0.5195	  0.0138	  0.4516	-19.3917	  0.0000	 32.4754	  6.4062	  3.9656	  0.0013	 66.1810
2010	  1	  13	  0	  0.5417	329.0104	 36.8031	291.1595	352.1109	  8.5088	231.2559	389.3040	188.5089	429.6567	  2.3943	  0.0000	  0.0000	  0.0035	  0.0001	 -0.0035	 -0.0035	  0.0011	   0.0011	  0.0001	  0.0000	 65.3210	195.4208	  0.1119	  0.5131	  0.0138	  0.4867	-24.1460	  0.0000	 32.5038	  7.1910	  4.1570	  0.0014	 65.4002
2010	  1	  14	  0	  0.5833	245.1146	 27.4185	295.8833	348.7398	  7.7137	164.8395	396.8525	133.5677	426.5106	  1.6137	  0.0000	  0.0000	  0.0023	  0.0000	 -0.0023	 -0.0007	  0.0003	   0.0003	  0.0000	  0.0016	 69.6675	209.5929	  0.1119	  0.5377	  0.0138	  0.6106	-48.8144	  0.0000	 29.3695	  7.5763	  4.3866	  0.0018	 67.2251
2010	  1	  15	  0	  0.6250	124.7917	 13.9592	303.7175	343.4363	  6.4455	 71.1137	415.4143	 57.4170	427.9813	  1.1298	  0.0000	  0.0000	  0.0016	  0.0000	 -0.0016	 -0.0003	  0.0000	   0.0000	  0.0000	  0.0029	 76.3126	222.2271	  0.1119	  0.5916	  0.0138	  0.6281	-52.3669	  0.0000	 29.6320	  8.1882	  4.7798	  0.0018	 70.2020
2010	  1	  16	  0	  0.6667	 30.4271	  3.4036	305.1727	334.9691	  4.5586	 -2.7729	438.9260	 -2.1552	437.9090	  0.3993	  0.0000	  0.0000	  0.0006	  0.0000	 -0.0006	  0.0000	  0.0000	   0.0000	  0.0000	  0.0035	 84.6348	233.3193	  0.1119	  0.6306	  0.0138	  0.5775	-39.4190	  0.0000	 30.9994	  7.8006	  4.8215	  0.0017	 72.7260
2010	  1	  17	  0	  0.7083	  2.3958	  0.2680	303.4401	330.8160	  3.6632	-25.2481	432.3675	-19.5230	424.8516	  1.7908	  0.0000	  0.0000	  0.0026	  0.0000	 -0.0026	  0.0000	  0.0000	   0.0000	  0.0000	  0.0061	 94.3577	243.1832	  0.1119	  0.6362	  0.0138	  0.5432	-33.8673	  0.0000	 30.6833	  7.2795	  4.7232	  0.0016	 73.8474
