Year	DOY	Hour	Min	 Dectime	 azimuth	altitude	GlobalRad	DiffuseRad	DirectRad	 Kdown2d	   Kup2d	  Ksouth	   Kwest	  Knorth	   Keast	 Ldown2d	   Lup2d	  Lsouth	   Lwest	  Lnorth	   Least	    Tmrt	      I0	      CI	SH_Ground	SH_Walls	SVF_Ground	SVF_Roof	SVF_BdVeg	Emis_Sky	      Ta	      Tg	      Tw
2010	  1	   1	  0	  0.0417	 23.6842	-70.6730	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	290.5688	302.5257	306.2772	306.2772	306.2772	306.2772	 -2.3127	 86.9919	  0.4364	   0.0000	  0.0000	    0.4242	  0.7706	   0.4242	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   2	  0	  0.0833	 54.6446	-63.4663	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	290.5627	302.5257	306.2767	306.2767	306.2767	306.2767	 -2.3129	 86.9938	  0.4364	   0.0000	  0.0000	    0.4242	  0.7706	   0.4242	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   3	  0	  0.1250	 72.8616	-53.3040	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	290.5447	302.5257	306.2753	306.2753	306.2753	306.2753	 -2.3134	 86.9994	  0.4364	   0.0000	  0.0000	    0.4242	  0.7706	   0.4242	  0.7462	  0.6000	  0.0000	  0.0000
2010	  1	   4	  0	  0.1667	 85.1661	-42.1892	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	290.5232	302.5257	306.2736	306.2736	306.2736	306.2736	 -2.3140	 87.0061	  0.4364	   0.0000	  0.0000	    0.4242	  0.7706	   0.4242	  0.7460	  0.6000	  0.0000	  0.0000
2010	  1	   5	  0	  0.2083	 95.0209	-30.8680	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	290.4725	302.5257	306.2697	306.2697	306.2697	306.2697	 -2.3155	 87.0220	  0.4364	   0.0000	  0.0000	    0.4242	  0.7706	   0.4242	  0.7455	  0.6000	  0.0000	  0.0000
2010	  1	   6	  0	  0.2500	103.9877	-19.7052	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	290.3902	302.5257	306.2632	306.2632	306.2632	306.2632	 -2.3178	 87.0478	  0.4364	   0.0000	  0.0000	    0.4242	  0.7706	   0.4242	  0.7448	  0.6000	  0.0000	  0.0000
2010	  1	   7	  0	  0.2917	112.9161	 -8.9514	   2.3333	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	288.6023	302.5257	306.1235	306.1235	306.1235	306.1235	 -2.3690	 87.0667	  0.4631	   0.0000	  0.0000	    0.4242	  0.7706	   0.4242	  0.7443	  0.6000	  0.0000	  0.0000
2010	  1	   8	  0	  0.3333	122.4027	  1.5267	  24.1042	  104.2012	  15.2241	 16.8722	  0.7687	  2.4234	  2.4234	  2.4234	  2.4234	265.5657	302.5257	304.3314	299.1873	299.1873	304.3314	 -3.0210	 69.1833	  0.8223	   0.0000	  0.0054	    0.4242	  0.7706	   0.4242	  0.7456	  0.6000	  2.0057	  0.0000
2010	  1	   9	  0	  0.3750	132.9301	 10.2162	  81.9271	   46.9322	  74.3917	 67.0120	  3.7074	 11.7244	 11.3361	 11.3361	 11.7242	272.9056	303.8839	306.1067	298.3600	298.3600	306.1067	 -1.0272	199.4890	  0.7316	   0.0174	  0.0525	    0.4242	  0.7706	   0.4242	  0.7471	  0.8708	  2.1734	  0.0000
2010	  1	  10	  0	  0.4167	144.8838	 17.6365	 142.2500	   39.7666	 129.3113	116.3217	  6.4239	 19.7552	 19.7552	 19.7552	 19.7552	280.8859	306.1898	308.9463	301.3388	301.4583	308.9463	  1.2788	340.4127	  0.6460	   0.0000	  0.0521	    0.4242	  0.7706	   0.4242	  0.7473	  1.4250	  2.2195	  0.2222
2010	  1	  11	  0	  0.4583	158.4142	 23.0176	 275.1667	  242.2046	 179.4434	240.2569	  9.4578	 35.5541	 29.5436	 29.5436	 32.0102	273.0940	309.2863	310.9334	303.8745	305.2643	310.9334	  4.4343	439.3851	  0.8170	   0.0281	  0.0904	    0.4242	  0.7706	   0.4242	  0.7470	  1.9708	  5.1188	  1.3616
2010	  1	  12	  0	  0.5000	173.2259	 25.7980	 343.9792	  352.0653	 190.6945	307.5902	 10.2660	 39.5320	 32.8616	 32.8491	 32.9475	272.4285	311.8638	313.2112	306.4471	309.9092	312.5490	  5.9354	489.3174	  0.8787	   0.0214	  0.0877	    0.4242	  0.7706	   0.4242	  0.7463	  2.5250	  7.3506	  2.6691
2010	  1	  13	  0	  0.5417	188.5071	 25.6297	 329.0104	  315.1013	 192.4860	292.0291	 10.0993	 35.3041	 32.7145	 32.6261	 32.6261	278.6902	315.3804	317.1477	317.1477	314.6971	309.9367	  6.5093	485.8849	  0.8536	   0.0087	  0.0838	    0.4242	  0.7706	   0.4242	  0.7490	  3.3958	  7.5335	  3.1960
2010	  1	  14	  0	  0.5833	203.2084	 22.5351	 245.1146	  178.0480	 175.9055	210.5541	  9.1301	 32.9236	 30.1816	 28.2595	 28.2595	286.8409	318.1704	320.2253	320.2253	316.5158	313.9592	  6.0134	429.8291	  0.7639	   0.0281	  0.0890	    0.4242	  0.7706	   0.4242	  0.7525	  3.9000	  5.8370	  2.6856
2010	  1	  15	  0	  0.6250	216.5695	 16.8952	 124.7917	   31.2644	 115.0531	101.6979	  5.7095	 17.5286	 17.5286	 17.5286	 17.5286	299.0666	320.1207	323.3608	323.3608	317.7531	317.0795	  4.0631	325.2188	  0.6163	   0.0000	  0.0522	    0.4242	  0.7706	   0.4242	  0.7583	  4.4958	  3.7560	  1.7926
2010	  1	  16	  0	  0.6667	228.3513	  9.2870	  30.4271	    2.2547	  29.9670	 24.3834	  1.4818	  4.5503	  4.5500	  4.4886	  4.4886	305.9260	318.5246	322.2624	322.2624	316.5734	316.9067	  1.4868	180.7200	  0.4878	   0.0175	  0.0474	    0.4242	  0.7706	   0.4242	  0.7590	  4.0792	  4.3690	  2.0815
2010	  1	  17	  0	  0.7083	238.7450	  0.4437	   2.3958	    0.0268	   2.3938	  1.9126	  0.1181	  0.3592	  0.3592	  0.3592	  0.3592	299.4904	316.1216	319.6380	319.6380	316.8338	317.8792	  0.4016	 64.0380	  0.5528	   0.0000	  0.0037	    0.4242	  0.7706	   0.4242	  0.7576	  3.6250	  4.2567	  1.9736
