Year	DOY	Hour	Min	 Dectime	 azimuth	altitude	GlobalRad	DiffuseRad	DirectRad	 Kdown2d	   Kup2d	  Ksouth	   Kwest	  Knorth	   Keast	 Ldown2d	   Lup2d	  Lsouth	   Lwest	  Lnorth	   Least	    Tmrt	      I0	      CI	SH_Ground	SH_Walls	SVF_Ground	SVF_Roof	SVF_BdVeg	Emis_Sky	      Ta	      Tg	      Tw
2010	  1	   1	  0	  0.0417	 23.7105	-70.6655	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	288.3783	302.5257	300.7203	300.7203	300.7203	300.7203	 -3.4340	 86.9922	  0.4363	   0.0000	  0.0000	    0.5438	  0.8389	   0.5438	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   2	  0	  0.0833	 54.6560	-63.4564	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	288.3717	302.5257	300.7196	300.7196	300.7196	300.7196	 -3.4343	 86.9941	  0.4363	   0.0000	  0.0000	    0.5438	  0.8389	   0.5438	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   3	  0	  0.1250	 72.8674	-53.2942	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	288.3523	302.5257	300.7175	300.7175	300.7175	300.7175	 -3.4349	 86.9997	  0.4363	   0.0000	  0.0000	    0.5438	  0.8389	   0.5438	  0.7462	  0.6000	  0.0000	  0.0000
2010	  1	   4	  0	  0.1667	 85.1706	-42.1798	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	288.3291	302.5257	300.7149	300.7149	300.7149	300.7149	 -3.4357	 87.0064	  0.4363	   0.0000	  0.0000	    0.5438	  0.8389	   0.5438	  0.7460	  0.6000	  0.0000	  0.0000
2010	  1	   5	  0	  0.2083	 95.0256	-30.8594	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	288.2744	302.5257	300.7090	300.7090	300.7090	300.7090	 -3.4377	 87.0223	  0.4363	   0.0000	  0.0000	    0.5438	  0.8389	   0.5438	  0.7455	  0.6000	  0.0000	  0.0000
2010	  1	   6	  0	  0.2500	103.9932	-19.6975	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	288.1857	302.5257	300.6993	300.6993	300.6993	300.6993	 -3.4408	 87.0480	  0.4363	   0.0000	  0.0000	    0.5438	  0.8389	   0.5438	  0.7448	  0.6000	  0.0000	  0.0000
2010	  1	   7	  0	  0.2917	112.9227	 -8.9446	   2.3333	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	286.2573	302.5257	300.4896	300.4896	300.4896	300.4896	 -3.5083	 87.0670	  0.4631	   0.0000	  0.0000	    0.5438	  0.8389	   0.5438	  0.7443	  0.6000	  0.0000	  0.0000
2010	  1	   8	  0	  0.3333	122.4107	  1.5319	  24.1042	  103.3888	  15.2388	 17.7578	  0.9260	  3.0576	  3.0576	  3.0576	  3.0576	261.4205	302.5257	297.8043	294.0662	294.0662	297.8043	 -4.1299	 69.2445	  0.8221	   0.0000	  0.0089	    0.5438	  0.8389	   0.5438	  0.7456	  0.6000	  2.0022	  0.0000
2010	  1	   9	  0	  0.3750	132.9396	 10.2198	  81.9271	   46.7980	  74.4097	 71.4508	  4.4929	 15.0779	 14.4430	 14.4430	 15.0795	269.2429	303.9851	299.8456	294.2161	294.2161	299.8456	 -1.5803	199.5578	  0.7314	   0.0285	  0.0725	    0.5438	  0.8389	   0.5438	  0.7471	  0.8708	  2.1716	  0.0000
2010	  1	  10	  0	  0.4167	144.8947	 17.6381	 142.2500	   39.7471	 129.3164	124.0420	  7.7753	 25.2093	 25.2093	 25.2093	 25.2093	277.5525	306.1898	302.7935	297.3023	297.4114	302.7935	  1.1007	340.4424	  0.6459	   0.0000	  0.0857	    0.5438	  0.8389	   0.5438	  0.7473	  1.4250	  2.2189	  0.2219
