Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2010	  1	   1	  0	  0.0417	  0.0000	  0.0000	289.0989	316.5442	  0.6000	-27.4453	 62.2584	 -9.3769	 40.8335	  3.3564	  0.2500	  0.0000	  0.0048	  0.0212	  0.2240	  0.2240	  0.2240	   0.2240	  0.0227	  0.0000	158.1417	 40.6709	  0.1142	  0.6362	  0.1752	  0.1500	 -7.6617	  0.0000	  4.3802	  1.1858	  3.9335	  0.0149	 95.3156
2010	  1	   2	  0	  0.0833	  0.0000	  0.0000	289.0057	316.5381	  0.6000	-27.5324	 54.1422	 -8.0233	 26.5175	  8.1156	  0.5100	  0.0000	  0.0117	  0.2896	  0.2087	  0.2087	  0.4326	   0.4326	  0.3095	  0.0000	149.0589	 64.4548	  0.1142	  0.6351	  0.1752	  0.1500	-11.5845	  0.0000	  3.0549	  1.0076	  3.9813	  0.0144	 97.7135
2010	  1	   3	  0	  0.1250	  0.0000	  0.0000	288.7294	316.5200	  0.6000	-27.7907	 51.0087	 -7.3560	 24.0592	  6.5149	  0.0000	  0.0000	  0.0094	  0.1531	 -0.1625	 -0.1625	  0.2702	   0.2702	  0.1635	  0.0000	138.2752	 79.1109	  0.1142	  0.6319	  0.1752	  0.1500	-12.6921	  0.0000	  2.8273	  0.9796	  3.9561	  0.0143	 97.2922
2010	  1	   4	  0	  0.1667	  0.0000	  0.0000	288.4001	316.4985	  0.6000	-28.0983	 49.3136	 -7.0664	 23.8950	  4.3866	  0.0000	  0.0000	  0.0063	  0.0382	 -0.0445	 -0.0445	  0.2256	   0.2256	  0.0409	  0.0000	126.9895	 89.9311	  0.1142	  0.6281	  0.1752	  0.1500	-12.7773	  0.0000	  2.8122	  0.9777	  3.9216	  0.0143	 96.4590
2010	  1	   5	  0	  0.2083	  0.0000	  0.0000	287.6289	316.4480	  0.6000	-28.8191	 52.6525	 -7.2554	 26.9209	  4.1680	  0.0000	  0.0000	  0.0060	  0.0206	 -0.0266	 -0.0266	  0.1990	   0.1990	  0.0220	  0.0000	115.6933	 99.2011	  0.1142	  0.6193	  0.1752	  0.1500	-11.3772	  0.0000	  3.0924	  1.0123	  3.8892	  0.0144	 95.4269
2010	  1	   6	  0	  0.2500	  0.0000	  0.0000	286.3926	316.3671	  0.6000	-29.9745	 72.8402	 -7.8805	 44.8423	  5.9040	  0.0000	  0.0000	  0.0085	  0.0133	 -0.0219	 -0.0219	  0.1772	   0.1772	  0.0143	  0.0000	104.6913	108.0396	  0.1142	  0.6052	  0.1752	  0.1500	 -7.0543	  0.0000	  4.7517	  1.2422	  3.8566	  0.0149	 93.0802
2010	  1	   7	  0	  0.2917	  2.3333	  0.2664	285.4959	316.4738	  0.6380	-28.9109	120.2532	 -7.0964	 89.0426	  9.3961	  0.0000	  0.0000	  0.0135	  0.0090	 -0.0225	 -0.0225	  0.1547	   0.1547	  0.0096	  0.0000	 94.0041	117.1385	  0.1142	  0.5950	  0.1752	  0.1500	 -3.5603	  0.0000	  8.8442	  1.8720	  3.8558	  0.0152	 88.9589
2010	  1	   8	  0	  0.3333	 24.1042	  2.7517	287.7696	318.1654	  0.9919	 -9.0434	163.9676	  6.5895	136.5131	 11.8217	  0.0000	  0.0000	  0.0170	  0.0059	 -0.0229	 -0.0229	  0.1317	   0.1317	  0.0064	  0.0000	 84.3793	127.0302	  0.1142	  0.6210	  0.1752	  0.1695	 -3.3773	  0.0000	  9.5222	  2.3137	  3.9513	  0.0177	 88.3280
2010	  1	   9	  0	  0.3750	 81.9271	  9.3528	289.8124	323.5769	  2.1925	 38.8098	167.5120	 40.4289	153.6957	 12.1973	  0.0000	  0.0000	  0.0176	  0.0039	 -0.0215	 -0.0215	  0.1103	   0.1103	  0.0042	  0.0000	 76.0982	138.1627	  0.1142	  0.6299	  0.1752	  0.2261	 -6.8074	  0.0000	  8.3717	  2.1900	  4.0140	  0.0249	 90.5102
2010	  1	  10	  0	  0.4167	142.2500	 16.2393	289.5783	330.2611	  3.6931	 85.3279	158.3685	 73.1740	158.4428	 12.0796	  0.0000	  0.0000	  0.0174	  0.0021	 -0.0195	 -0.0195	  0.0908	   0.0908	  0.0023	  0.0000	 69.5144	150.8429	  0.1142	  0.5979	  0.1752	  0.3083	-17.4054	  0.0000	  8.4787	  2.5422	  4.0225	  0.0342	 88.4567
