Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2010	  1	   1	  0	  0.0417	  0.0000	  0.0000	289.0989	316.4232	  0.6000	-27.3243	155.1993	-10.0846	127.4653	 10.4942	  0.2500	  0.0000	  0.0151	  0.0217	  0.2132	  0.2132	  0.2132	   0.2132	  0.0231	  0.0000	158.1515	 40.6728	  0.1117	  0.6362	  0.0524	  0.1500	 -2.4342	  0.0000	 12.4003	  3.1256	  4.0398	  0.0007	 85.2848
2010	  1	   2	  0	  0.0833	  0.0000	  0.0000	289.0057	316.4167	  0.6000	-27.4110	134.9670	 -8.7493	 90.3211	 25.9842	  0.5100	  0.0000	  0.0374	  0.3028	  0.1698	  0.1698	  0.3830	   0.3830	  0.3226	  0.0000	149.0669	 64.4610	  0.1117	  0.6351	  0.0524	  0.1500	 -3.3926	  0.0000	  8.9616	  2.3896	  4.2410	  0.0007	 94.2728
2010	  1	   3	  0	  0.1250	  0.0000	  0.0000	288.7294	316.3975	  0.6000	-27.6681	127.1558	 -8.1041	 87.8779	 19.7138	  0.0000	  0.0000	  0.0284	  0.1547	 -0.1831	 -0.1831	  0.1999	   0.1999	  0.1647	  0.0000	138.2814	 79.1158	  0.1117	  0.6319	  0.0524	  0.1500	 -3.4758	  0.0000	  8.7355	  2.3412	  4.1480	  0.0007	 92.5212
2010	  1	   4	  0	  0.1667	  0.0000	  0.0000	288.4001	316.3746	  0.6000	-27.9745	122.9301	 -7.8361	 90.6190	 12.1727	  0.0000	  0.0000	  0.0175	  0.0318	 -0.0493	 -0.0493	  0.1506	   0.1506	  0.0338	  0.0000	126.9941	 89.9339	  0.1117	  0.6281	  0.0524	  0.1500	 -3.3694	  0.0000	  8.9894	  2.3956	  4.0362	  0.0007	 89.6827
2010	  1	   5	  0	  0.2083	  0.0000	  0.0000	287.6289	316.3210	  0.6000	-28.6920	131.2535	 -8.0674	100.2838	 10.3451	  0.0000	  0.0000	  0.0149	  0.0140	 -0.0289	 -0.0289	  0.1217	   0.1217	  0.0149	  0.0000	115.6964	 99.2017	  0.1117	  0.6193	  0.0524	  0.1500	 -3.0504	  0.0000	  9.8843	  2.5871	  3.9833	  0.0007	 87.3161
2010	  1	   6	  0	  0.2500	  0.0000	  0.0000	286.3926	316.2350	  0.6000	-29.8424	181.5780	 -8.7572	148.3289	 12.1639	  0.0000	  0.0000	  0.0175	  0.0072	 -0.0247	 -0.0247	  0.0969	   0.0969	  0.0076	  0.0000	104.6929	108.0382	  0.1117	  0.6052	  0.0524	  0.1500	 -2.1047	  0.0000	 14.3330	  3.5393	  3.9609	  0.0007	 81.2027
2010	  1	   7	  0	  0.2917	  2.3333	  0.2607	285.4959	316.3384	  0.6383	-28.7699	299.7702	 -7.9058	263.6366	 15.2695	  0.0000	  0.0000	  0.0220	  0.0034	 -0.0254	 -0.0254	  0.0716	   0.0716	  0.0036	  0.0000	 94.0041	117.1352	  0.1117	  0.5950	  0.0524	  0.1500	 -1.1911	  0.0000	 25.0094	  5.8243	  3.9680	  0.0007	 69.4407
2010	  1	   8	  0	  0.3333	 24.1042	  2.6934	287.7696	318.0436	  0.9946	 -8.8632	408.7426	  6.9600	378.0896	 14.8297	  0.0000	  0.0000	  0.0214	  0.0009	 -0.0223	 -0.0223	  0.0493	   0.0493	  0.0010	  0.0000	 84.3777	127.0253	  0.1117	  0.6210	  0.0524	  0.2082	 -2.6168	  0.0000	 33.2725	  7.4915	  4.0335	  0.0008	 62.8691
2010	  1	   9	  0	  0.3750	 81.9271	  9.1545	289.8124	323.4695	  2.2015	 39.1155	417.5782	 43.6621	401.1773	 11.8543	  0.0000	  0.0000	  0.0171	  0.0004	 -0.0175	 -0.0175	  0.0318	   0.0318	  0.0005	  0.0000	 76.0946	138.1564	  0.1117	  0.6299	  0.0524	  0.3181	 -7.2609	  0.0000	 30.7168	  6.2249	  4.0496	  0.0011	 68.7894
2010	  1	  10	  0	  0.4167	142.2500	 15.8950	289.5783	330.1537	  3.7086	 85.7795	394.7849	 79.2096	392.7378	  8.6170	  0.0000	  0.0000	  0.0124	  0.0003	 -0.0127	 -0.0127	  0.0190	   0.0190	  0.0003	  0.0000	 69.5088	150.8359	  0.1117	  0.5979	  0.0524	  0.4421	-20.9871	  0.0000	 26.5256	  5.2164	  4.0217	  0.0016	 73.2760
2010	  1	  11	  0	  0.4583	275.1667	 30.7471	288.7725	341.9344	  6.3153	191.2577	398.3704	158.4703	423.8175	  7.3403	  0.0000	  0.0000	  0.0106	  0.0002	 -0.0108	 -0.0108	  0.0082	   0.0082	  0.0003	  0.0000	 65.2384	165.0464	  0.1117	  0.5604	  0.0524	  0.5060	-27.8303	  0.0000	 27.0040	  5.6178	  3.9985	  0.0018	 70.8548
2010	  1	  12	  0	  0.5000	343.9792	 38.4362	287.6085	349.1864	  7.8958	243.9651	400.9314	198.9601	439.8149	  6.1215	  0.0000	  0.0000	  0.0088	  0.0001	 -0.0089	 -0.0065	  0.0017	   0.0017	  0.0001	  0.0024	 63.7790	180.2443	  0.1117	  0.5195	  0.0524	  0.4768	-22.1788	  0.0000	 29.4535	  6.3973	  3.9786	  0.0017	 66.4381
