Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2010	  1	   1	  0	  0.0417	  0.0000	  0.0000	289.0989	316.7553	  0.6000	-27.6565	 89.9727	 -9.6935	 63.8999	  8.1099	  0.2500	  0.0000	  0.0117	  0.0183	  0.2200	  0.2200	  0.2200	   0.2213	  0.0220	  0.0000	158.1458	 40.6976	  0.1099	  0.6362	  0.1554	  0.1500	 -4.8757	  0.0000	  6.5156	  1.2637	  3.9574	  0.0476	 95.3591
2010	  1	   2	  0	  0.0833	  0.0000	  0.0000	289.0057	316.7499	  0.6000	-27.7442	 78.2436	 -8.4161	 44.1522	 14.7632	  0.5100	  0.0000	  0.0213	  0.2490	  0.2398	  0.2398	  0.4597	   0.4283	  0.2988	  0.0000	149.0589	 64.4754	  0.1099	  0.6351	  0.1554	  0.1500	 -6.9437	  0.0000	  4.6875	  1.0586	  4.0000	  0.0471	 97.8118
2010	  1	   3	  0	  0.1250	  0.0000	  0.0000	288.7294	316.7338	  0.6000	-28.0045	 73.7152	 -7.8018	 41.1832	 12.3293	  0.0000	  0.0000	  0.0178	  0.1300	 -0.1478	 -0.1478	  0.3120	   0.2645	  0.1560	  0.0000	138.2726	 79.1256	  0.1099	  0.6319	  0.1554	  0.1500	 -7.4144	  0.0000	  4.4126	  1.0278	  3.9729	  0.0470	 97.3669
2010	  1	   4	  0	  0.1667	  0.0000	  0.0000	288.4001	316.7146	  0.6000	-28.3145	 71.2655	 -7.5494	 41.4013	  9.0991	  0.0000	  0.0000	  0.0131	  0.0312	 -0.0444	 -0.0444	  0.2676	   0.2184	  0.0376	  0.0000	126.9851	 89.9417	  0.1099	  0.6281	  0.1554	  0.1500	 -7.3746	  0.0000	  4.4329	  1.0300	  3.9384	  0.0470	 96.5061
2010	  1	   5	  0	  0.2083	  0.0000	  0.0000	287.6289	316.6697	  0.6000	-29.0408	 76.0907	 -7.7808	 45.9697	  8.8610	  0.0000	  0.0000	  0.0128	  0.0163	 -0.0290	 -0.0290	  0.2386	   0.1902	  0.0196	  0.0000	115.6875	 99.2088	  0.1099	  0.6193	  0.1554	  0.1500	 -6.6570	  0.0000	  4.8559	  1.0775	  3.9080	  0.0471	 95.4376
2010	  1	   6	  0	  0.2500	  0.0000	  0.0000	286.3926	316.5977	  0.6000	-30.2051	105.2650	 -8.4571	 71.2726	 12.2445	  0.0000	  0.0000	  0.0176	  0.0102	 -0.0278	 -0.0278	  0.2108	   0.1659	  0.0123	  0.0000	104.6844	108.0453	  0.1099	  0.6052	  0.1554	  0.1500	 -4.4026	  0.0000	  7.1987	  1.3403	  3.8850	  0.0478	 93.1048
2010	  1	   7	  0	  0.2917	  2.3333	  0.2564	285.4959	316.7116	  0.6379	-29.1389	173.7838	 -7.6405	132.8290	 19.4564	  0.0000	  0.0000	  0.0280	  0.0064	 -0.0344	 -0.0344	  0.1764	   0.1399	  0.0078	  0.0000	 93.9942	117.1427	  0.1099	  0.5950	  0.1554	  0.1500	 -2.3732	  0.0000	 12.8983	  1.9798	  3.9010	  0.0486	 89.3069
2010	  1	   8	  0	  0.3333	 24.1042	  2.6490	287.7696	318.3943	  0.9908	 -9.1696	236.9577	  6.7397	196.1715	 24.8769	  0.0000	  0.0000	  0.0358	  0.0039	 -0.0397	 -0.0397	  0.1366	   0.1134	  0.0047	  0.0000	 84.3706	127.0335	  0.1099	  0.6210	  0.1554	  0.2090	 -4.9968	  0.0000	 14.1892	  2.2938	  3.9958	  0.0596	 89.4590
2010	  1	   9	  0	  0.3750	 81.9271	  9.0038	289.8124	323.8199	  2.1885	 38.9158	242.0799	 42.1949	213.2763	 25.5246	  0.0000	  0.0000	  0.0368	  0.0020	 -0.0387	 -0.0387	  0.0979	   0.0899	  0.0024	  0.0000	 76.0885	138.1658	  0.1099	  0.6299	  0.1554	  0.3127	-12.9763	  0.0000	 12.6896	  2.0320	  4.0368	  0.0878	 92.0558
2010	  1	  10	  0	  0.4167	142.2500	 15.6333	289.5783	330.5450	  3.6863	 85.6500	228.8661	 76.5113	213.0888	 24.9160	  0.0000	  0.0000	  0.0359	  0.0013	 -0.0373	 -0.0373	  0.0606	   0.0691	  0.0016	  0.0000	 69.5043	150.8465	  0.1099	  0.5979	  0.1554	  0.4243	-33.8514	  0.0000	 11.8055	  2.3698	  4.0393	  0.1192	 89.9216
2010	  1	  11	  0	  0.4583	275.1667	 30.2408	288.7725	342.3834	  6.2734	191.3149	230.9447	153.0652	256.9787	 12.2157	  0.0000	  0.0000	  0.0176	  0.0011	 -0.0187	 -0.0187	  0.0420	   0.0479	  0.0013	  0.0000	 65.2360	165.0581	  0.1099	  0.5604	  0.1554	  0.4877	-41.1308	  0.0000	 13.4951	  3.0097	  3.9895	  0.1359	 84.8718
2010	  1	  12	  0	  0.5000	343.9792	 37.8033	287.6085	349.6884	  7.8442	244.0960	232.4294	192.1421	273.8042	 10.5791	  0.0000	  0.0000	  0.0153	  0.0008	 -0.0161	 -0.0161	  0.0259	   0.0295	  0.0010	  0.0000	 63.7789	180.2564	  0.1099	  0.5195	  0.1554	  0.4626	-32.5340	  0.0000	 15.1506	  3.6308	  3.9713	  0.1307	 80.4273
2010	  1	  13	  0	  0.5417	329.0104	 36.1582	291.1595	352.7468	  8.4443	231.2649	233.5429	180.6482	277.2289	  6.9307	  0.0000	  0.0000	  0.0100	  0.0005	 -0.0105	 -0.0105	  0.0154	   0.0175	  0.0006	  0.0000	 65.3288	195.4379	  0.1099	  0.5131	  0.1554	  0.4971	-39.8677	  0.0000	 15.8119	  4.5026	  4.1612	  0.1388	 78.8624
2010	  1	  14	  0	  0.5833	245.1146	 26.9381	295.8833	349.3294	  7.6652	164.7304	238.0712	128.0519	269.7597	  4.9901	  0.0000	  0.0000	  0.0072	  0.0002	 -0.0074	 -0.0074	  0.0080	   0.0091	  0.0003	  0.0000	 69.6779	209.6081	  0.1099	  0.5377	  0.1554	  0.6180	-80.0593	  0.0000	 14.7226	  4.9760	  4.3904	  0.1625	 80.5115
2010	  1	  15	  0	  0.6250	124.7917	 13.7146	303.7175	343.9356	  6.4205	 70.8590	249.2065	 55.1477	261.8291	  3.0887	  0.0000	  0.0000	  0.0045	  0.0001	 -0.0046	 -0.0043	  0.0036	   0.0041	  0.0001	  0.0003	 76.3249	222.2404	  0.1099	  0.5916	  0.1554	  0.6332	-87.5663	  0.0000	 14.8787	  5.5527	  4.7815	  0.1650	 84.1654
2010	  1	  16	  0	  0.6667	 30.4271	  3.3439	305.1727	335.4036	  4.5524	 -3.1477	263.3111	 -1.8931	260.9441	  1.1124	  0.0000	  0.0000	  0.0016	  0.0001	 -0.0017	 -0.0006	  0.0030	   0.0034	  0.0001	  0.0015	 84.6480	233.3313	  0.1099	  0.6306	  0.1554	  0.5814	-67.5078	  0.0000	 14.9046	  5.1330	  4.8222	  0.1557	 87.4174
2010	  1	  17	  0	  0.7083	  2.3958	  0.2633	303.4401	331.2394	  3.6627	-25.6668	259.3766	-18.5392	251.6122	  0.6368	  0.0000	  0.0000	  0.0009	  0.0001	 -0.0010	 -0.0004	  0.0026	   0.0029	  0.0001	  0.0022	 94.3742	243.1947	  0.1099	  0.6362	  0.1554	  0.5474	-58.5171	  0.0000	 14.4158	  4.6520	  4.7149	  0.1485	 88.4173
2010	  1	  18	  0	  0.7500	  0.0000	  0.0000	302.8622	330.8088	  3.5750	-27.9466	225.1544	-17.4152	213.9000	  0.7229	  0.0000	  0.0000	  0.0010	  0.0000	 -0.0011	 -0.0004	  0.0022	   0.0025	  0.0001	  0.0030	105.0196	252.2820	  0.1099	  0.6323	  0.1554	  0.5114	-56.2280	  0.0000	 13.1850	  4.4962	  4.6867	  0.1392	 88.8534
2010	  1	  19	  0	  0.7917	  0.0000	  0.0000	304.1489	332.3403	  3.8958	-28.1914	188.6308	-14.2495	174.1175	  0.5714	  0.0000	  0.0000	  0.0008	  0.0000	 -0.0009	 -0.0003	  0.0019	   0.0021	  0.0001	  0.0036	116.0348	261.1298	  0.1099	  0.6292	  0.1554	  0.5915	-109.7928	  0.0000	 11.2464	  4.7328	  4.7634	  0.1443	 88.8132
2010	  1	  20	  0	  0.8333	  0.0000	  0.0000	309.0391	333.6844	  4.1292	-24.6453	163.8364	 -9.0612	147.8109	  0.4413	  0.0000	  0.0000	  0.0006	  0.0000	 -0.0007	 -0.0002	  0.0017	   0.0019	  0.0000	  0.0041	127.3343	270.4396	  0.1099	  0.6725	  0.1554	  0.6562	-171.6307	  0.0000	 10.0336	  5.0368	  4.9955	  0.1248	 91.2001
2010	  1	  21	  0	  0.8750	  0.0000	  0.0000	310.9433	332.7525	  3.9000	-21.8092	152.2557	 -5.0356	135.1495	  0.3326	  0.0000	  0.0000	  0.0005	  0.0000	 -0.0005	 -0.0002	  0.0015	   0.0017	  0.0000	  0.0044	138.6099	281.3542	  0.1099	  0.7079	  0.1554	  0.7955	-344.0855	  0.0000	  8.7255	  4.9646	  5.0610	  0.0999	 92.8484
2010	  1	  22	  0	  0.9167	  0.0000	  0.0000	307.8840	331.1013	  3.5750	-23.2173	146.6139	 -4.8734	127.9522	  0.3178	  0.0000	  0.0000	  0.0005	  0.0000	 -0.0005	 -0.0002	  0.0013	   0.0015	  0.0000	  0.0048	149.3562	296.2221	  0.1099	  0.6905	  0.1554	  0.7707	-328.7589	  0.0000	  8.2358	  4.5774	  4.9036	  0.1011	 92.4235
2010	  1	  23	  0	  0.9583	  0.0000	  0.0000	301.2891	328.2535	  3.0292	-26.9644	132.8804	 -6.9938	112.6122	  0.2977	  0.0000	  0.0000	  0.0004	  0.0000	 -0.0004	 -0.0001	  0.0012	   0.0013	  0.0000	  0.0051	158.3296	320.4564	  0.1099	  0.6446	  0.1554	  0.7567	-356.1035	  0.0000	  7.1996	  3.9731	  4.5838	  0.0934	 90.1540
2010	  2	   0	  0	  1.0000	  0.0000	  0.0000	292.2787	322.5913	  1.8792	-30.3126	121.1759	 -9.1622	 85.7942	 14.2313	  0.2500	  0.0000	  0.0205	  0.0173	  0.2122	  0.2118	  0.2130	   0.2177	  0.0212	  0.0047	162.2559	  0.5768	  0.1099	  0.6042	  0.1554	  0.8637	-687.7070	  0.0000	  4.7861	  2.7993	  4.2393	  0.0624	 90.6031
2010	  2	   1	  0	  1.0417	  0.0000	  0.0000	282.6028	317.3830	  0.8292	-34.7802	142.9104	-12.1497	 95.6771	 24.6028	  0.0000	  0.0000	  0.0354	  0.0361	 -0.0715	 -0.0722	  0.1408	   0.1489	  0.0442	  0.0040	158.1381	 40.3388	  0.1099	  0.5510	  0.1554	  0.9770	-896.7556	  0.0000	  3.8032	  1.7615	  3.8565	  0.0703	 88.7450
2010	  2	   2	  0	  1.0833	  0.0000	  0.0000	275.5192	314.5437	  0.2751	-39.0245	120.1842	-15.1013	 77.6487	 18.6124	  0.0000	  0.0000	  0.0268	  0.0116	 -0.0384	 -0.0390	  0.1018	   0.1161	  0.0147	  0.0033	149.0900	 64.2156	  0.1099	  0.5014	  0.1554	  1.1502	-1770.8095	  0.0000	  2.4266	  0.9496	  3.5049	  0.0820	 85.5321
2010	  2	   3	  0	  1.1250	  0.0000	  0.0000	270.7977	311.6570	 -0.3250	-40.8593	118.0702	-16.2459	 84.1427	  9.3141	  0.0000	  0.0000	  0.0134	  0.0052	 -0.0186	 -0.0191	  0.0827	   0.0943	  0.0068	  0.0027	138.3142	 78.9340	  0.1099	  0.4801	  0.1554	  1.2508	-2081.9162	  0.0000	  1.8586	  0.3505	  3.2483	  0.0890	 82.8000
2010	  2	   4	  0	  1.1667	  0.0000	  0.0000	266.6901	309.0568	 -0.8708	-42.3668	119.2329	-17.0756	 86.1375	  7.8043	  0.0000	  0.0000	  0.0112	  0.0026	 -0.0139	 -0.0143	  0.0684	   0.0780	  0.0037	  0.0023	127.0297	 89.7832	  0.1099	  0.4627	  0.1554	  1.3093	-2335.3313	  0.0000	  1.2875	 -0.2076	  3.0708	  0.0930	 81.5211
2010	  2	   5	  0	  1.2083	  0.0000	  0.0000	261.6314	306.3802	 -1.4250	-44.7488	127.4777	-18.5598	 94.3793	  6.9095	  0.0000	  0.0000	  0.0099	  0.0014	 -0.0113	 -0.0117	  0.0567	   0.0647	  0.0022	  0.0018	115.7327	 99.0647	  0.1099	  0.4354	  0.1554	  1.2758	-1988.8006	  0.0000	  0.9811	 -0.6856	  2.8662	  0.0908	 78.7927
2010	  2	   6	  0	  1.2500	  0.0000	  0.0000	258.3499	303.8566	 -1.9708	-45.5067	157.8145	-18.9708	124.9249	  6.3537	  0.0000	  0.0000	  0.0091	  0.0002	 -0.0094	 -0.0097	  0.0471	   0.0537	  0.0007	  0.0015	104.7198	107.9111	  0.1099	  0.4262	  0.1554	  1.1625	-1145.2320	  0.0000	  1.4108	 -0.9364	  2.7387	  0.0834	 76.6978
2010	  2	   7	  0	  1.2917	  4.4479	  0.4888	256.0044	303.0612	 -2.1255	-43.0977	236.6689	-17.0949	203.8168	  6.8493	  0.0000	  0.0000	  0.0098	  0.0001	 -0.0100	 -0.0102	  0.0369	   0.0420	  0.0005	  0.0012	 94.0252	117.0100	  0.1099	  0.4121	  0.1554	  1.1495	-680.4541	  0.0000	  3.2823	 -0.5813	  2.6504	  0.0831	 72.3536
2010	  2	   8	  0	  1.3333	 47.8125	  5.2546	254.7856	307.2311	 -1.1353	 -9.8876	319.6457	  6.7752	295.5712	  7.4117	  0.0000	  0.0000	  0.0106	  0.0001	 -0.0108	 -0.0109	  0.0259	   0.0296	  0.0004	  0.0010	 84.3838	126.8956	  0.1099	  0.3875	  0.1554	  1.1814	-501.5390	  0.0000	  5.8139	  0.1631	  2.5970	  0.0970	 67.1446
2010	  2	   9	  0	  1.3750	167.5208	 18.4105	254.3833	316.7093	  1.0496	 86.7843	347.5513	 77.7514	349.5300	  7.0542	  0.0000	  0.0000	  0.0101	  0.0001	 -0.0102	 -0.0103	  0.0156	   0.0178	  0.0003	  0.0009	 76.0810	138.0269	  0.1099	  0.3734	  0.1554	  1.3338	-611.3867	  0.0000	  6.7147	  0.6777	  2.5726	  0.0965	 64.0755
2010	  2	  10	  0	  1.4167	237.5625	 26.1081	251.9639	320.4010	  1.9175	143.0173	337.9323	120.6000	355.3453	  5.0043	  0.0000	  0.0000	  0.0072	  0.0001	 -0.0073	 -0.0073	  0.0083	   0.0095	  0.0001	  0.0009	 69.4740	150.7059	  0.1099	  0.3609	  0.1554	  1.4793	-815.3768	  0.0000	  5.9782	  0.2775	  2.4689	  0.1066	 63.2970
2010	  2	  11	  0	  1.4583	228.8438	 25.1499	249.8359	318.6807	  1.5576	134.8490	339.4121	113.8436	357.4962	  2.9213	  0.0000	  0.0000	  0.0042	  0.0001	 -0.0043	 -0.0042	  0.0041	   0.0046	  0.0001	  0.0009	 65.1808	164.9184	  0.1099	  0.3494	  0.1554	  1.5314	-898.5675	  0.0000	  5.5983	  0.0034	  2.3785	  0.1103	 62.2148
2010	  2	  12	  0	  1.5000	202.4375	 22.2479	247.8426	314.1632	  0.5578	113.8691	342.0547	 94.7350	359.6329	  1.5559	  0.0000	  0.0000	  0.0022	  0.0000	 -0.0023	 -0.0023	  0.0018	   0.0021	  0.0000	  0.0009	 63.6973	180.1359	  0.1099	  0.3547	  0.1554	  1.4997	-839.8415	  0.0000	  5.1481	 -0.5515	  2.3095	  0.1081	 62.9024
2010	  2	  13	  0	  1.5417	234.8021	 25.8047	246.9212	315.4286	  0.8589	140.4899	333.2814	111.0604	361.3855	  1.3253	  0.0000	  0.0000	  0.0019	  0.0000	 -0.0019	 -0.0008	  0.0010	   0.0011	  0.0000	  0.0022	 65.2247	195.3371	  0.1099	  0.3554	  0.1554	  1.4809	-804.1182	  0.0000	  5.0158	 -0.7567	  2.2783	  0.1068	 62.9910
2010	  2	  14	  0	  1.5833	194.4167	 21.3664	248.3865	313.6038	  0.4229	107.8330	325.6708	 86.6014	345.7337	  1.1687	  0.0000	  0.0000	  0.0017	  0.0000	 -0.0017	 -0.0004	  0.0006	   0.0007	  0.0000	  0.0037	 69.5593	209.5382	  0.1099	  0.3604	  0.1554	  1.5284	-924.2348	  0.0000	  4.7418	 -0.6641	  2.3297	  0.1100	 63.9781
2010	  2	  15	  0	  1.6250	147.7396	 16.2366	247.9012	310.2517	 -0.3408	 69.1525	334.5498	 56.6543	346.0288	  1.0192	  0.0000	  0.0000	  0.0015	  0.0000	 -0.0015	 -0.0003	  0.0003	   0.0004	  0.0000	  0.0050	 76.1970	222.1945	  0.1099	  0.3555	  0.1554	  1.4412	-778.2819	  0.0000	  5.0711	 -0.5698	  2.3099	  0.1040	 63.0016
2010	  2	  16	  0	  1.6667	 73.8958	  8.1212	245.8124	303.7308	 -1.8299	  7.8563	356.0075	 10.9706	352.2854	  0.6077	  0.0000	  0.0000	  0.0009	  0.0000	 -0.0009	 -0.0002	  0.0002	   0.0002	  0.0000	  0.0058	 84.5150	233.3017	  0.1099	  0.3460	  0.1554	  1.5433	-944.9594	  0.0000	  4.5686	 -0.9128	  2.2324	  0.1110	 62.4356
2010	  2	  17	  0	  1.7083	  8.0208	  0.8815	242.5784	295.3976	 -3.7597	-45.6798	346.0714	-28.8291	328.9435	  0.2772	  0.0000	  0.0000	  0.0004	  0.0000	 -0.0004	 -0.0001	  0.0001	   0.0001	  0.0000	  0.0062	 94.2129	243.1823	  0.1099	  0.3478	  0.1554	  1.7875	-1573.3359	  0.0000	  2.5098	 -2.0966	  2.1279	  0.1275	 64.9206
