Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2010	  1	   1	  0	  0.0417	  0.0000	  0.0000	289.0989	316.5944	  0.6000	-27.4955	 89.3961	 -9.2916	 65.9039	  5.2882	  0.2500	  0.0000	  0.0076	  0.0202	  0.2222	  0.2222	  0.2222	   0.2222	  0.0216	  0.0000	158.1452	 40.6780	  0.1138	  0.6362	  0.1918	  0.1500	 -4.7234	  0.0000	  6.7011	  1.6633	  3.9581	  0.0075	 92.6875
2010	  1	   2	  0	  0.0833	  0.0000	  0.0000	289.0057	316.5885	  0.6000	-27.5828	 77.7421	 -7.9348	 44.8939	 13.2003	  0.5100	  0.0000	  0.0190	  0.2762	  0.2147	  0.2147	  0.4369	   0.4369	  0.2951	  0.0000	149.0609	 64.4615	  0.1138	  0.6351	  0.1918	  0.1500	 -6.8348	  0.0000	  4.7561	  1.3252	  4.0400	  0.0075	 96.9122
2010	  1	   3	  0	  0.1250	  0.0000	  0.0000	288.7294	316.5709	  0.6000	-27.8415	 73.2428	 -7.2639	 41.7264	 10.9389	  0.0000	  0.0000	  0.0158	  0.1459	 -0.1616	 -0.1616	  0.2753	   0.2753	  0.1558	  0.0000	138.2761	 79.1158	  0.1138	  0.6319	  0.1918	  0.1500	 -7.3183	  0.0000	  4.4629	  1.2754	  4.0056	  0.0075	 96.4332
2010	  1	   4	  0	  0.1667	  0.0000	  0.0000	288.4001	316.5499	  0.6000	-28.1498	 70.8088	 -6.9711	 42.1656	  7.4645	  0.0000	  0.0000	  0.0108	  0.0356	 -0.0464	 -0.0464	  0.2290	   0.2290	  0.0381	  0.0000	126.9895	 89.9344	  0.1138	  0.6281	  0.1918	  0.1500	 -7.2410	  0.0000	  4.5036	  1.2812	  3.9558	  0.0075	 95.1956
2010	  1	   5	  0	  0.2083	  0.0000	  0.0000	287.6289	316.5007	  0.6000	-28.8718	 75.6031	 -7.1540	 46.9693	  6.9160	  0.0000	  0.0000	  0.0100	  0.0188	 -0.0287	 -0.0287	  0.2002	   0.2002	  0.0201	  0.0000	115.6926	 99.2032	  0.1138	  0.6193	  0.1918	  0.1500	 -6.5159	  0.0000	  4.9484	  1.3578	  3.9210	  0.0075	 93.8446
2010	  1	   6	  0	  0.2500	  0.0000	  0.0000	286.3926	316.4219	  0.6000	-30.0293	104.5905	 -7.7698	 73.1774	  9.1535	  0.0000	  0.0000	  0.0132	  0.0118	 -0.0250	 -0.0250	  0.1752	   0.1752	  0.0127	  0.0000	104.6900	108.0407	  0.1138	  0.6052	  0.1918	  0.1500	 -4.2901	  0.0000	  7.3751	  1.7807	  3.8987	  0.0076	 90.5333
2010	  1	   7	  0	  0.2917	  2.3333	  0.2654	285.4959	316.5302	  0.6380	-28.9665	172.6702	 -6.9956	137.0653	 13.6340	  0.0000	  0.0000	  0.0196	  0.0076	 -0.0272	 -0.0272	  0.1480	   0.1480	  0.0082	  0.0000	 94.0016	117.1387	  0.1138	  0.5950	  0.1918	  0.1500	 -2.3012	  0.0000	 13.2905	  2.8116	  3.9129	  0.0077	 84.4481
2010	  1	   8	  0	  0.3333	 24.1042	  2.7421	287.7696	318.2187	  0.9914	 -9.0870	235.4392	  6.5203	203.7146	 16.1173	  0.0000	  0.0000	  0.0232	  0.0047	 -0.0279	 -0.0279	  0.1201	   0.1201	  0.0050	  0.0000	 84.3767	127.0298	  0.1138	  0.6210	  0.1918	  0.1738	 -2.4798	  0.0000	 12.7047	  3.5408	  4.0080	  0.0087	 82.1360
2010	  1	   9	  0	  0.3750	 81.9271	  9.3200	289.8124	323.6306	  2.1908	 38.7888	240.5286	 39.9467	223.9396	 15.4311	  0.0000	  0.0000	  0.0222	  0.0024	 -0.0247	 -0.0247	  0.0954	   0.0954	  0.0027	  0.0000	 76.0949	138.1619	  0.1138	  0.6299	  0.1918	  0.2368	 -5.3635	  0.0000	 10.7608	  3.1394	  4.0483	  0.0120	 85.3271
2010	  1	  10	  0	  0.4167	142.2500	 16.1824	289.5783	330.3216	  3.6902	 85.3243	227.3994	 72.2868	226.3183	 14.1186	  0.0000	  0.0000	  0.0203	  0.0016	 -0.0220	 -0.0220	  0.0735	   0.0735	  0.0018	  0.0000	 69.5105	150.8421	  0.1138	  0.5979	  0.1918	  0.3230	-14.0702	  0.0000	 10.6753	  3.2639	  4.0422	  0.0167	 84.4514
