Year	DOY	Hour	Min	 Dectime	 azimuth	altitude	GlobalRad	DiffuseRad	DirectRad	 Kdown2d	   Kup2d	  Ksouth	   Kwest	  Knorth	   Keast	 Ldown2d	   Lup2d	  Lsouth	   Lwest	  Lnorth	   Least	    Tmrt	      I0	      CI	SH_Ground	SH_Walls	SVF_Ground	SVF_Roof	SVF_BdVeg	Emis_Sky	      Ta	      Tg	      Tw
2010	  1	   1	  0	  0.0417	 23.6903	-70.6632	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	285.7876	302.5257	294.3820	294.3820	294.3820	294.3820	 -4.7316	 86.9907	  0.4364	   0.0000	  0.0000	    0.7652	  0.9197	   0.7652	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   2	  0	  0.0833	 54.6395	-63.4574	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	285.7805	302.5257	294.3805	294.3805	294.3805	294.3805	 -4.7320	 86.9926	  0.4364	   0.0000	  0.0000	    0.7652	  0.9197	   0.7652	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   3	  0	  0.1250	 72.8559	-53.2970	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	285.7594	302.5257	294.3760	294.3760	294.3760	294.3760	 -4.7332	 86.9982	  0.4364	   0.0000	  0.0000	    0.7652	  0.9197	   0.7652	  0.7462	  0.6000	  0.0000	  0.0000
2010	  1	   4	  0	  0.1667	 85.1623	-42.1838	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	285.7342	302.5257	294.3708	294.3708	294.3708	294.3708	 -4.7346	 87.0049	  0.4364	   0.0000	  0.0000	    0.7652	  0.9197	   0.7652	  0.7460	  0.6000	  0.0000	  0.0000
2010	  1	   5	  0	  0.2083	 95.0193	-30.8642	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	285.6748	302.5257	294.3583	294.3583	294.3583	294.3583	 -4.7379	 87.0208	  0.4364	   0.0000	  0.0000	    0.7652	  0.9197	   0.7652	  0.7455	  0.6000	  0.0000	  0.0000
2010	  1	   6	  0	  0.2500	103.9881	-19.7029	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	285.5784	302.5257	294.3381	294.3381	294.3381	294.3381	 -4.7433	 87.0466	  0.4364	   0.0000	  0.0000	    0.7652	  0.9197	   0.7652	  0.7448	  0.6000	  0.0000	  0.0000
2010	  1	   7	  0	  0.2917	112.9185	 -8.9507	   2.3333	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	283.4839	302.5257	293.8985	293.8985	293.8985	293.8985	 -4.8603	 87.0655	  0.4632	   0.0000	  0.0000	    0.7652	  0.9197	   0.7652	  0.7443	  0.6000	  0.0000	  0.0000
2010	  1	   8	  0	  0.3333	122.4069	  1.5258	  24.1042	  104.3657	  15.2197	 18.8254	  1.2147	  4.6072	  4.6072	  4.6072	  4.6072	256.4933	302.5257	288.2777	286.8232	286.8232	288.2777	 -5.6459	 69.1680	  0.8224	   0.0000	  0.0248	    0.7652	  0.9197	   0.7652	  0.7456	  0.6000	  2.0059	  0.0000
2010	  1	   9	  0	  0.3750	132.9358	 10.2135	  81.9271	   47.0222	  74.3783	 76.7069	  5.9536	 23.5126	 22.0285	 22.0285	 23.5596	264.8678	304.2938	291.2193	289.0291	289.0291	291.2193	 -1.7912	199.4369	  0.7317	   0.0616	  0.1353	    0.7652	  0.9197	   0.7652	  0.7471	  0.8708	  2.1738	  0.0000
2010	  1	  10	  0	  0.4167	144.8906	 17.6318	 142.2500	   38.8397	 129.5626	133.1546	 10.3482	 39.7736	 38.5303	 38.5303	 39.2988	273.5922	306.5554	294.8393	292.7665	292.8468	294.8393	  1.8566	340.3258	  0.6461	   0.0362	  0.2086	    0.7652	  0.9197	   0.7652	  0.7473	  1.4250	  2.2092	  0.2215
