Year	DOY	Hour	Min	 Dectime	 azimuth	altitude	GlobalRad	DiffuseRad	DirectRad	 Kdown2d	   Kup2d	  Ksouth	   Kwest	  Knorth	   Keast	 Ldown2d	   Lup2d	  Lsouth	   Lwest	  Lnorth	   Least	    Tmrt	      I0	      CI	SH_Ground	SH_Walls	SVF_Ground	SVF_Roof	SVF_BdVeg	Emis_Sky	      Ta	      Tg	      Tw
2010	  1	   1	  0	  0.0417	 23.6747	-70.6649	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	284.9894	302.5257	293.6383	293.6383	293.6383	293.6383	 -4.8918	 86.9901	  0.4364	   0.0000	  0.0000	    0.8568	  0.9446	   0.8568	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   2	  0	  0.0833	 54.6302	-63.4610	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	284.9822	302.5257	293.6362	293.6362	293.6362	293.6362	 -4.8924	 86.9920	  0.4364	   0.0000	  0.0000	    0.8568	  0.9446	   0.8568	  0.7464	  0.6000	  0.0000	  0.0000
2010	  1	   3	  0	  0.1250	 72.8502	-53.3013	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	284.9606	302.5257	293.6302	293.6302	293.6302	293.6302	 -4.8939	 86.9976	  0.4364	   0.0000	  0.0000	    0.8568	  0.9446	   0.8568	  0.7462	  0.6000	  0.0000	  0.0000
2010	  1	   4	  0	  0.1667	 85.1580	-42.1883	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	284.9347	302.5257	293.6229	293.6229	293.6229	293.6229	 -4.8957	 87.0043	  0.4364	   0.0000	  0.0000	    0.8568	  0.9446	   0.8568	  0.7460	  0.6000	  0.0000	  0.0000
2010	  1	   5	  0	  0.2083	 95.0156	-30.8687	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	284.8738	302.5257	293.6059	293.6059	293.6059	293.6059	 -4.8999	 87.0202	  0.4364	   0.0000	  0.0000	    0.8568	  0.9446	   0.8568	  0.7455	  0.6000	  0.0000	  0.0000
2010	  1	   6	  0	  0.2500	103.9846	-19.7072	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	284.7752	302.5257	293.5782	293.5782	293.5782	293.5782	 -4.9069	 87.0460	  0.4364	   0.0000	  0.0000	    0.8568	  0.9446	   0.8568	  0.7448	  0.6000	  0.0000	  0.0000
2010	  1	   7	  0	  0.2917	112.9149	 -8.9550	   2.3333	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	282.6294	302.5257	292.9770	292.9770	292.9770	292.9770	 -5.0574	 87.0649	  0.4632	   0.0000	  0.0000	    0.8568	  0.9446	   0.8568	  0.7443	  0.6000	  0.0000	  0.0000
2010	  1	   8	  0	  0.3333	122.4030	  1.5221	  24.1042	  104.9677	  15.2085	 19.1565	  1.3336	  5.5191	  5.5191	  5.5191	  5.5191	254.9708	302.5257	285.2891	284.5946	284.5946	285.2891	 -6.0602	 69.1221	  0.8226	   0.0000	  0.0489	    0.8568	  0.9446	   0.8568	  0.7456	  0.6000	  2.0083	  0.0000
2010	  1	   9	  0	  0.3750	132.9314	 10.2102	  81.9271	   47.1419	  74.3618	 78.3256	  6.5672	 28.8059	 26.4884	 26.4884	 28.9809	263.5128	304.5295	288.8855	287.8396	287.8396	288.8855	 -1.4419	199.3737	  0.7319	   0.0854	  0.2149	    0.8568	  0.9446	   0.8568	  0.7471	  0.8708	  2.1752	  0.0000
2010	  1	  10	  0	  0.4167	144.8855	 17.6292	 142.2500	   38.8794	 129.5519	135.9740	 11.5008	 50.0680	 46.0019	 46.0019	 48.5390	272.3701	307.3989	293.3053	292.3553	292.4172	293.3053	  2.8569	340.2770	  0.6462	   0.1200	  0.3165	    0.8568	  0.9446	   0.8568	  0.7473	  1.4250	  2.2098	  0.2216
2010	  1	  11	  0	  0.4583	158.4157	 23.0093	 275.1667	  242.5190	 179.3521	266.7383	 17.4165	100.9813	 65.0334	 65.0334	 78.5363	261.4129	312.6104	293.3261	292.6847	293.4051	293.3261	  7.9138	439.2354	  0.8172	   0.1704	  0.3777	    0.8568	  0.9446	   0.8568	  0.7470	  1.9708	  5.1224	  1.3615
2010	  1	  12	  0	  0.5000	173.2265	 25.7891	 343.9792	  352.4550	 190.5741	335.1950	 19.6524	128.8389	 70.2141	 70.1915	 76.7461	258.8097	317.3816	295.4567	294.7381	296.7876	295.3680	 10.0943	489.1604	  0.8790	   0.1863	  0.4063	    0.8568	  0.9446	   0.8568	  0.7463	  2.5250	  7.3556	  2.6697
2010	  1	  13	  0	  0.5417	188.5067	 25.6208	 329.0104	  315.4618	 192.3740	320.0827	 19.4323	121.8182	 77.5395	 70.4604	 70.4604	264.9472	321.3842	299.9594	299.9594	301.7707	299.3024	 10.7023	485.7279	  0.8538	   0.1820	  0.4051	    0.8568	  0.9446	   0.8568	  0.7490	  3.3958	  7.5387	  3.1971
2010	  1	  14	  0	  0.5833	203.2071	 22.5268	 245.1146	  178.3070	 175.8295	236.7698	 16.6129	 89.1682	 73.6681	 63.2405	 63.2405	274.7368	321.9139	303.4418	303.4418	304.6231	303.2972	  9.1100	429.6795	  0.7641	   0.1667	  0.3725	    0.8568	  0.9446	   0.8568	  0.7525	  3.9000	  5.8413	  2.6868
2010	  1	  15	  0	  0.6250	216.5680	 16.8879	 124.7917	   31.3461	 115.0313	119.2141	 10.1847	 43.9042	 42.8926	 40.8305	 40.8305	289.7064	322.1434	308.3276	308.3276	308.5510	308.2017	  5.1953	325.0834	  0.6165	   0.1159	  0.3075	    0.8568	  0.9446	   0.8568	  0.7583	  4.4958	  3.7575	  1.7929
2010	  1	  16	  0	  0.6667	228.3503	  9.2810	  30.4271	    2.2598	  29.9663	 28.9672	  2.6246	 10.8005	 10.7986	 10.6287	 10.6287	298.0665	319.5967	308.9711	308.9711	309.1331	309.3058	  0.3270	180.6050	  0.4880	   0.0735	  0.2002	    0.8568	  0.9446	   0.8568	  0.7590	  4.0792	  4.3693	  2.0811
2010	  1	  17	  0	  0.7083	238.7450	  0.4389	   2.3958	    0.0276	   2.3938	  2.2791	  0.2092	  0.8582	  0.8582	  0.8582	  0.8582	290.8654	316.1216	304.7650	304.7650	305.1117	305.6539	 -2.2203	 63.9838	  0.5533	   0.0000	  0.0335	    0.8568	  0.9446	   0.8568	  0.7576	  3.6250	  4.2603	  1.9747
2010	  1	  18	  0	  0.7500	248.1512	-10.1484	   0.0000	    0.0000	   0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	299.0638	315.8932	307.0283	307.0283	307.0283	307.0283	 -1.8762	 86.6419	  0.4364	   0.0000	  0.0000	    0.8568	  0.9446	   0.8568	  0.7572	  3.5750	  0.0000	  0.0000
